Municipality,Sex,Workforce,Worked Hours Week,Worked Days Week,Monthly Wage,Workforce MOE
Santa Cruz Tlaxcala,Mujer,1381.0,35.0,4.0,3399.0,339.0
Santa Cruz Tlaxcala,Hombre,1549.0,44.0,5.0,4131.0,356.0
Tenancingo,Mujer,2365.0,39.0,5.0,3122.0,1002.0
Tenancingo,Hombre,2907.0,45.0,5.0,3857.0,1101.0
Tepeyanco,Mujer,1307.0,38.0,4.0,3593.0,341.0
Tepeyanco,Hombre,1438.0,40.0,4.0,3849.0,355.0
Terrenate,Mujer,524.0,35.0,5.0,2391.0,223.0
Terrenate,Hombre,590.0,43.0,5.0,3306.0,234.0
Tetla de la Solidaridad,Mujer,1243.0,38.0,5.0,3670.0,299.0
Tetla de la Solidaridad,Hombre,2057.0,44.0,5.0,3967.0,382.0
Tetlatlahuca,Mujer,755.0,36.0,5.0,2787.0,244.0
Tetlatlahuca,Hombre,704.0,43.0,5.0,4154.0,233.0
Tlaxcala,Mujer,4104.0,36.0,5.0,4155.0,584.0
Tlaxcala,Hombre,4348.0,40.0,4.0,5157.0,613.0
Tlaxco,Mujer,1894.0,34.0,4.0,2489.0,378.0
Tlaxco,Hombre,2337.0,45.0,5.0,3839.0,461.0
Tzompantepec,Mujer,846.0,37.0,5.0,3411.0,263.0
Tzompantepec,Hombre,1243.0,42.0,4.0,4650.0,330.0
Xaloztoc,Mujer,1100.0,36.0,5.0,3092.0,274.0
Xaloztoc,Hombre,1354.0,41.0,5.0,3874.0,304.0
Xaltocan,Mujer,714.0,37.0,5.0,2482.0,234.0
Xaltocan,Hombre,822.0,42.0,5.0,3500.0,258.0
Papalotla de Xicohténcatl,Mujer,1785.0,34.0,4.0,2983.0,355.0
Papalotla de Xicohténcatl,Hombre,2059.0,39.0,4.0,3808.0,387.0
Xicohtzinco,Mujer,826.0,38.0,5.0,2972.0,254.0
Xicohtzinco,Hombre,1083.0,42.0,5.0,3878.0,276.0
Yauhquemehcan,Mujer,1505.0,38.0,5.0,3854.0,360.0
Yauhquemehcan,Hombre,2091.0,44.0,5.0,5037.0,420.0
Zacatelco,Mujer,1871.0,37.0,5.0,3426.0,353.0
Zacatelco,Hombre,2446.0,41.0,5.0,3879.0,403.0
La Magdalena Tlaltelulco,Mujer,1286.0,35.0,4.0,2911.0,301.0
La Magdalena Tlaltelulco,Hombre,2243.0,40.0,5.0,3789.0,385.0
San Damián Texóloc,Mujer,407.0,34.0,5.0,2843.0,197.0
San Damián Texóloc,Hombre,530.0,43.0,5.0,3608.0,218.0
San Francisco Tetlanohcan,Mujer,722.0,34.0,4.0,3049.0,242.0
San Francisco Tetlanohcan,Hombre,869.0,44.0,5.0,4067.0,265.0
San José Teacalco,Mujer,944.0,38.0,5.0,2943.0,310.0
San José Teacalco,Hombre,1049.0,45.0,5.0,3794.0,353.0
San Juan Huactzinco,Mujer,1464.0,33.0,4.0,3079.0,313.0
San Juan Huactzinco,Hombre,1472.0,36.0,4.0,3881.0,298.0
Santa Ana Nopalucan,Mujer,686.0,33.0,4.0,2985.0,284.0
Santa Ana Nopalucan,Hombre,737.0,39.0,5.0,3573.0,294.0
Santa Apolonia Teacalco,Mujer,528.0,36.0,5.0,2640.0,205.0
Santa Apolonia Teacalco,Hombre,470.0,39.0,5.0,3708.0,201.0
Santa Catarina Ayometla,Mujer,559.0,40.0,5.0,3153.0,204.0
Santa Catarina Ayometla,Hombre,673.0,40.0,5.0,3658.0,224.0
Santa Cruz Quilehtla,Mujer,1090.0,35.0,4.0,2902.0,292.0
Santa Cruz Quilehtla,Hombre,1183.0,43.0,5.0,4224.0,294.0
Acayucan,Mujer,4309.0,41.0,5.0,2666.0,1753.0
Acayucan,Hombre,6201.0,44.0,5.0,3884.0,2170.0
Acula,Mujer,4582.0,32.0,4.0,2270.0,2040.0
Acula,Hombre,13100.0,46.0,5.0,2997.0,3143.0
Altotonga,Mujer,6178.0,36.0,4.0,1908.0,2120.0
Altotonga,Hombre,6506.0,46.0,5.0,2877.0,2252.0
Naranjos Amatlán,Mujer,5596.0,37.0,5.0,4551.0,2648.0
Naranjos Amatlán,Hombre,5818.0,45.0,5.0,5997.0,2683.0
Amatlán de los Reyes,Mujer,4711.0,35.0,5.0,3100.0,2176.0
Amatlán de los Reyes,Hombre,5323.0,47.0,5.0,4217.0,2383.0
Boca del Río,Mujer,4123.0,39.0,5.0,3820.0,732.0
Boca del Río,Hombre,5944.0,43.0,5.0,4920.0,893.0
Catemaco,Mujer,3971.0,35.0,5.0,3472.0,1702.0
Catemaco,Hombre,4683.0,42.0,5.0,3923.0,1888.0
Citlaltépetl,Mujer,4347.0,34.0,4.0,2729.0,2014.0
Citlaltépetl,Hombre,4875.0,38.0,4.0,3267.0,2241.0
Coatzacoalcos,Mujer,9689.0,42.0,5.0,3866.0,2448.0
Coatzacoalcos,Hombre,14003.0,48.0,5.0,5898.0,3083.0
Córdoba,Mujer,11184.0,39.0,5.0,3035.0,3641.0
Córdoba,Hombre,11018.0,44.0,5.0,3600.0,3594.0
Coscomatepec,Mujer,6153.0,37.0,5.0,2225.0,2216.0
Coscomatepec,Hombre,10399.0,44.0,5.0,3502.0,2959.0
Cotaxtla,Mujer,3769.0,35.0,4.0,3016.0,1775.0
Cotaxtla,Hombre,4660.0,47.0,5.0,4129.0,1983.0
Chiconamel,Mujer,3863.0,27.0,3.0,747.0,1818.0
Chiconamel,Hombre,4818.0,42.0,4.0,3007.0,2033.0
Las Choapas,Mujer,5924.0,37.0,5.0,4838.0,2373.0
Las Choapas,Hombre,13056.0,49.0,5.0,4956.0,3263.0
Chontla,Mujer,623.0,34.0,5.0,2537.0,242.0
Chontla,Hombre,799.0,47.0,5.0,5377.0,288.0
Espinal,Mujer,6428.0,35.0,5.0,1612.0,2325.0
Espinal,Hombre,3078.0,42.0,5.0,3094.0,1651.0
Gutiérrez Zamora,Mujer,3694.0,36.0,5.0,3446.0,1708.0
Gutiérrez Zamora,Hombre,3453.0,42.0,5.0,4372.0,1701.0
Hueyapan de Ocampo,Mujer,3819.0,28.0,4.0,1673.0,1771.0
Hueyapan de Ocampo,Hombre,3103.0,49.0,5.0,3270.0,1597.0
Isla,Mujer,4572.0,33.0,4.0,2896.0,2111.0
Isla,Hombre,3517.0,35.0,4.0,3515.0,1808.0
Ixhuatlán de Madero,Mujer,4440.0,36.0,5.0,2999.0,2020.0
Ixhuatlán de Madero,Hombre,4707.0,39.0,5.0,3724.0,2041.0
Xalapa,Mujer,19931.0,39.0,5.0,4591.0,4872.0
Xalapa,Hombre,21653.0,45.0,5.0,5499.0,4892.0
Jáltipan,Mujer,4118.0,42.0,5.0,3171.0,1623.0
Jáltipan,Hombre,4316.0,50.0,5.0,3923.0,1695.0
Jesús Carranza,Mujer,4327.0,30.0,5.0,2133.0,2284.0
Jesús Carranza,Hombre,8154.0,40.0,5.0,3108.0,2916.0
Lerdo de Tejada,Mujer,3481.0,33.0,5.0,3186.0,1624.0
Lerdo de Tejada,Hombre,5245.0,41.0,5.0,4229.0,1995.0
Manlio Fabio Altamirano,Mujer,2041.0,41.0,6.0,2492.0,1209.0
Manlio Fabio Altamirano,Hombre,2723.0,38.0,5.0,3586.0,1316.0
Medellín de Bravo,Mujer,3145.0,36.0,5.0,4101.0,1450.0
Medellín de Bravo,Hombre,5943.0,44.0,5.0,4738.0,2015.0
Misantla,Mujer,4446.0,38.0,5.0,3083.0,1759.0
Misantla,Hombre,6609.0,42.0,5.0,3808.0,2257.0
Moloacán,Mujer,3209.0,40.0,5.0,3234.0,1878.0
Moloacán,Hombre,7658.0,48.0,5.0,4921.0,2702.0
Orizaba,Mujer,6906.0,39.0,5.0,3531.0,2736.0
Orizaba,Hombre,8541.0,41.0,5.0,4054.0,3136.0
Pánuco,Mujer,3027.0,33.0,4.0,3092.0,1162.0
Pánuco,Hombre,3890.0,42.0,5.0,4521.0,1333.0
Perote,Mujer,6538.0,41.0,5.0,3153.0,2932.0
Perote,Hombre,9461.0,47.0,5.0,4326.0,3409.0
Playa Vicente,Mujer,2159.0,41.0,5.0,3612.0,980.0
Playa Vicente,Hombre,2233.0,49.0,5.0,4649.0,853.0
Pueblo Viejo,Mujer,2334.0,34.0,4.0,3261.0,694.0
Pueblo Viejo,Hombre,3350.0,44.0,5.0,4813.0,895.0
San Andrés Tuxtla,Mujer,5624.0,38.0,5.0,2741.0,1986.0
San Andrés Tuxtla,Hombre,7152.0,46.0,5.0,3632.0,2023.0
Sayula de Alemán,Mujer,5921.0,42.0,5.0,3413.0,2099.0
Sayula de Alemán,Hombre,7916.0,46.0,5.0,3491.0,2410.0
Soledad de Doblado,Mujer,4701.0,35.0,4.0,3229.0,2162.0
Soledad de Doblado,Hombre,7314.0,44.0,5.0,4111.0,2649.0
Álamo Temapache,Mujer,6124.0,33.0,4.0,3241.0,2159.0
Álamo Temapache,Hombre,6341.0,47.0,5.0,4158.0,2298.0
Teocelo,Mujer,4804.0,42.0,5.0,1688.0,2098.0
Teocelo,Hombre,6284.0,42.0,5.0,3063.0,2307.0
José Azueta,Mujer,3605.0,27.0,4.0,1957.0,1745.0
José Azueta,Hombre,4328.0,43.0,5.0,3663.0,1945.0
Tierra Blanca,Mujer,4829.0,36.0,5.0,3557.0,1808.0
Tierra Blanca,Hombre,5297.0,44.0,5.0,4480.0,1948.0
Tihuatlán,Mujer,6770.0,38.0,5.0,2756.0,2695.0
Tihuatlán,Hombre,9072.0,47.0,5.0,3803.0,3447.0
Veracruz,Mujer,13916.0,38.0,5.0,3571.0,1256.0
Veracruz,Hombre,21597.0,43.0,5.0,4694.0,1635.0
Zongolica,Mujer,3277.0,35.0,5.0,3166.0,1601.0
Zongolica,Hombre,3882.0,44.0,5.0,3816.0,1728.0
Agua Dulce,Mujer,2477.0,38.0,5.0,2989.0,1192.0
Agua Dulce,Hombre,4774.0,44.0,5.0,4818.0,1705.0
El Higo,Mujer,3398.0,33.0,4.0,2904.0,1473.0
El Higo,Hombre,3128.0,42.0,5.0,3603.0,1411.0
Tres Valles,Mujer,2232.0,40.0,5.0,2459.0,1178.0
Tres Valles,Hombre,2971.0,43.0,5.0,3629.0,1388.0
San Rafael,Mujer,6298.0,34.0,5.0,1841.0,2684.0
San Rafael,Hombre,9611.0,51.0,5.0,4469.0,3354.0
Abalá,Mujer,725.0,22.0,4.0,1384.0,300.0
Abalá,Hombre,1455.0,41.0,5.0,3189.0,389.0
Acanceh,Mujer,1790.0,32.0,4.0,4255.0,606.0
Acanceh,Hombre,2026.0,38.0,4.0,5489.0,674.0
Bokobá,Mujer,282.0,15.0,3.0,1011.0,194.0
Bokobá,Hombre,736.0,43.0,5.0,3131.0,309.0
Buctzotz,Mujer,1036.0,26.0,5.0,1796.0,445.0
Buctzotz,Hombre,1952.0,41.0,5.0,3553.0,577.0
Calotmul,Mujer,852.0,31.0,5.0,1642.0,318.0
Calotmul,Hombre,843.0,40.0,5.0,3158.0,337.0
Conkal,Mujer,751.0,36.0,5.0,3992.0,435.0
Conkal,Hombre,1545.0,41.0,4.0,4548.0,587.0
Cuzamá,Mujer,1232.0,27.0,5.0,2845.0,512.0
Cuzamá,Hombre,1749.0,45.0,5.0,4413.0,594.0
Chemax,Mujer,2475.0,24.0,4.0,1586.0,667.0
Chemax,Hombre,2026.0,41.0,5.0,4181.0,637.0
Chumayel,Mujer,6882.0,27.0,5.0,944.0,1389.0
Chumayel,Hombre,2120.0,44.0,5.0,3266.0,808.0
Dzilam de Bravo,Mujer,583.0,26.0,5.0,1197.0,285.0
Dzilam de Bravo,Hombre,1431.0,34.0,4.0,4041.0,404.0
Dzoncauich,Mujer,886.0,25.0,4.0,1443.0,363.0
Dzoncauich,Hombre,821.0,39.0,5.0,2895.0,364.0
Espita,Mujer,2687.0,27.0,5.0,2634.0,634.0
Espita,Hombre,1690.0,41.0,5.0,3906.0,567.0
Hocabá,Mujer,1150.0,28.0,5.0,2182.0,382.0
Hocabá,Hombre,1246.0,41.0,5.0,3691.0,409.0
Hoctún,Mujer,1449.0,33.0,5.0,3186.0,510.0
Hoctún,Hombre,2062.0,44.0,5.0,3991.0,688.0
Homún,Mujer,1203.0,31.0,4.0,2607.0,515.0
Homún,Hombre,1665.0,43.0,5.0,3485.0,582.0
Hunucmá,Mujer,1604.0,35.0,5.0,3527.0,660.0
Hunucmá,Hombre,2722.0,40.0,5.0,4972.0,748.0
Izamal,Mujer,1770.0,35.0,5.0,4304.0,579.0
Izamal,Hombre,1432.0,43.0,5.0,5058.0,486.0
Kanasín,Mujer,2778.0,36.0,4.0,4110.0,637.0
Kanasín,Hombre,4423.0,46.0,5.0,5226.0,772.0
Kinchil,Mujer,1123.0,34.0,5.0,2334.0,450.0
Kinchil,Hombre,2273.0,48.0,5.0,3543.0,654.0
Mama,Mujer,2799.0,23.0,5.0,1234.0,722.0
Mama,Hombre,1912.0,39.0,5.0,2916.0,671.0
Mérida,Mujer,28304.0,36.0,4.0,5392.0,1965.0
Mérida,Hombre,38613.0,42.0,5.0,6319.0,2320.0
Motul,Mujer,1469.0,32.0,5.0,3005.0,469.0
Motul,Hombre,2270.0,43.0,5.0,4369.0,557.0
Muxupip,Mujer,1351.0,37.0,5.0,3240.0,491.0
Muxupip,Hombre,1366.0,43.0,4.0,4067.0,484.0
Oxkutzcab,Mujer,2474.0,27.0,5.0,2526.0,685.0
Oxkutzcab,Hombre,1695.0,38.0,4.0,4221.0,614.0
Panabá,Mujer,1451.0,22.0,4.0,2797.0,574.0
Panabá,Hombre,2550.0,40.0,5.0,3030.0,677.0
Peto,Mujer,1711.0,26.0,5.0,2362.0,515.0
Peto,Hombre,1504.0,38.0,4.0,3853.0,511.0
Progreso,Mujer,1995.0,34.0,4.0,4000.0,531.0
Progreso,Hombre,3630.0,42.0,5.0,5503.0,723.0
Sacalum,Mujer,1682.0,29.0,5.0,1825.0,684.0
Sacalum,Hombre,1808.0,39.0,4.0,3276.0,665.0
Tahmek,Mujer,1142.0,23.0,4.0,1942.0,492.0
Tahmek,Hombre,1481.0,42.0,5.0,3359.0,557.0
Tecoh,Mujer,1128.0,29.0,5.0,2270.0,424.0
Tecoh,Hombre,1477.0,44.0,5.0,4943.0,499.0
Tekit,Mujer,2414.0,31.0,5.0,2702.0,637.0
Tekit,Hombre,3132.0,42.0,5.0,3108.0,762.0
Telchac Pueblo,Mujer,654.0,27.0,4.0,2805.0,329.0
Telchac Pueblo,Hombre,845.0,39.0,4.0,4460.0,385.0
Telchac Puerto,Mujer,656.0,31.0,4.0,1692.0,342.0
Telchac Puerto,Hombre,1397.0,33.0,4.0,2914.0,458.0
Tepakán,Mujer,1121.0,24.0,4.0,1584.0,439.0
Tepakán,Hombre,551.0,33.0,4.0,3325.0,295.0
Tetiz,Mujer,1035.0,22.0,4.0,1524.0,391.0
Tetiz,Hombre,1416.0,45.0,5.0,4188.0,446.0
Ticul,Mujer,2601.0,33.0,5.0,3849.0,716.0
Ticul,Hombre,3289.0,41.0,5.0,4529.0,906.0
Timucuy,Mujer,1596.0,29.0,4.0,2004.0,530.0
Timucuy,Hombre,2277.0,46.0,5.0,3893.0,610.0
Tinum,Mujer,2847.0,33.0,5.0,3168.0,814.0
Tinum,Hombre,2637.0,43.0,5.0,4284.0,747.0
Tizimín,Mujer,3477.0,31.0,4.0,3144.0,765.0
Tizimín,Hombre,4618.0,42.0,5.0,4389.0,916.0
Tzucacab,Mujer,1618.0,30.0,5.0,3083.0,513.0
Tzucacab,Hombre,1243.0,42.0,5.0,4246.0,471.0
Umán,Mujer,2471.0,36.0,4.0,4357.0,565.0
Umán,Hombre,3557.0,41.0,5.0,4745.0,686.0
Valladolid,Mujer,4094.0,34.0,5.0,3995.0,848.0
Valladolid,Hombre,4248.0,40.0,5.0,5052.0,889.0
Xocchel,Mujer,1193.0,32.0,5.0,2042.0,466.0
Xocchel,Hombre,1730.0,45.0,5.0,3926.0,564.0
Yaxcabá,Mujer,1973.0,25.0,5.0,2007.0,538.0
Yaxcabá,Hombre,1748.0,40.0,5.0,3295.0,527.0
Apozol,Mujer,668.0,37.0,5.0,4354.0,335.0
Apozol,Hombre,801.0,41.0,5.0,3328.0,376.0
Cañitas de Felipe Pescador,Mujer,1489.0,27.0,4.0,2786.0,505.0
Cañitas de Felipe Pescador,Hombre,1254.0,40.0,4.0,3233.0,500.0
Chalchihuites,Mujer,638.0,28.0,4.0,2024.0,333.0
Chalchihuites,Hombre,940.0,38.0,4.0,3984.0,392.0
Fresnillo,Mujer,6721.0,35.0,5.0,3688.0,1036.0
Fresnillo,Hombre,9338.0,43.0,5.0,4990.0,1323.0
Genaro Codina,Mujer,748.0,28.0,4.0,2465.0,369.0
Genaro Codina,Hombre,2271.0,43.0,5.0,2946.0,541.0
General Francisco R. Murguía,Mujer,1026.0,29.0,4.0,1999.0,420.0
General Francisco R. Murguía,Hombre,1356.0,41.0,5.0,3677.0,486.0
General Pánfilo Natera,Mujer,1400.0,33.0,5.0,1573.0,503.0
General Pánfilo Natera,Hombre,1387.0,43.0,5.0,3496.0,507.0
Huanusco,Mujer,865.0,30.0,4.0,1853.0,382.0
Huanusco,Hombre,1021.0,38.0,5.0,3142.0,426.0
Jalpa,Mujer,2048.0,34.0,5.0,2758.0,602.0
Jalpa,Hombre,2947.0,42.0,5.0,4278.0,759.0
Jerez,Mujer,2790.0,33.0,4.0,3345.0,700.0
Jerez,Hombre,3318.0,40.0,5.0,3794.0,769.0
Juchipila,Mujer,1086.0,33.0,5.0,3025.0,429.0
Juchipila,Hombre,1435.0,38.0,5.0,4160.0,492.0
Mazapil,Mujer,846.0,21.0,5.0,1302.0,374.0
Mazapil,Hombre,1041.0,45.0,5.0,3116.0,410.0
Miguel Auza,Mujer,1744.0,31.0,4.0,3379.0,575.0
Miguel Auza,Hombre,1724.0,45.0,5.0,3765.0,578.0
Nochistlán de Mejía,Mujer,2214.0,31.0,5.0,2870.0,634.0
Nochistlán de Mejía,Hombre,2633.0,38.0,5.0,4247.0,716.0
Ojocaliente,Mujer,1551.0,37.0,5.0,3247.0,531.0
Ojocaliente,Hombre,1816.0,42.0,5.0,3660.0,590.0
Pinos,Mujer,2063.0,27.0,4.0,2811.0,624.0
Pinos,Hombre,3477.0,38.0,4.0,3499.0,765.0
Río Grande,Mujer,2365.0,29.0,4.0,2633.0,612.0
Río Grande,Hombre,3291.0,40.0,5.0,4184.0,780.0
Sain Alto,Mujer,1642.0,31.0,5.0,2093.0,548.0
Sain Alto,Hombre,1789.0,38.0,4.0,3523.0,588.0
Sombrerete,Mujer,2174.0,31.0,5.0,3009.0,623.0
Sombrerete,Hombre,2720.0,41.0,5.0,4435.0,733.0
Tabasco,Mujer,1682.0,34.0,4.0,3275.0,519.0
Tabasco,Hombre,1802.0,42.0,5.0,5031.0,563.0
Tepechitlán,Mujer,900.0,28.0,4.0,2420.0,380.0
Tepechitlán,Hombre,1073.0,40.0,5.0,4213.0,422.0
Tepetongo,Mujer,601.0,33.0,5.0,2103.0,316.0
Tepetongo,Hombre,979.0,40.0,5.0,4340.0,390.0
Teúl de González Ortega,Mujer,1256.0,27.0,4.0,2370.0,454.0
Teúl de González Ortega,Hombre,1412.0,33.0,4.0,4003.0,513.0
Villa de Cos,Mujer,1567.0,28.0,4.0,2253.0,509.0
Villa de Cos,Hombre,1043.0,43.0,5.0,3287.0,430.0
Villa García,Mujer,1469.0,30.0,4.0,2618.0,545.0
Villa García,Hombre,1991.0,41.0,5.0,3548.0,620.0
Villanueva,Mujer,1271.0,31.0,5.0,2355.0,459.0
Villanueva,Hombre,1562.0,40.0,5.0,3768.0,507.0
Zacatecas,Mujer,4322.0,37.0,4.0,4085.0,350.0
Zacatecas,Hombre,5738.0,42.0,4.0,4825.0,443.0
Trancoso,Mujer,1688.0,33.0,4.0,2888.0,571.0
Trancoso,Hombre,2483.0,43.0,5.0,4593.0,686.0
Piedras Negras,Mujer,6211.0,37.0,5.0,6065.0,1484.0
Piedras Negras,Hombre,8908.0,42.0,5.0,7256.0,1760.0
Aquiles Serdán,Mujer,2511.0,36.0,4.0,4721.0,1011.0
Aquiles Serdán,Hombre,3889.0,44.0,5.0,6225.0,1322.0
La Magdalena Contreras,Mujer,8737.0,37.0,4.0,2959.0,2705.0
La Magdalena Contreras,Hombre,12634.0,42.0,4.0,4004.0,3175.0
Guanaceví,Mujer,1507.0,34.0,5.0,3919.0,607.0
Guanaceví,Hombre,2720.0,42.0,5.0,5043.0,800.0
Rodeo,Mujer,931.0,34.0,5.0,2552.0,416.0
Rodeo,Hombre,905.0,41.0,5.0,4272.0,413.0
Nuevo Ideal,Mujer,1903.0,33.0,5.0,4071.0,551.0
Nuevo Ideal,Hombre,2149.0,39.0,5.0,4874.0,588.0
Uriangato,Mujer,6056.0,34.0,5.0,2817.0,1625.0
Uriangato,Hombre,4757.0,44.0,5.0,3407.0,1486.0
Alcozauca de Guerrero,Mujer,2870.0,38.0,5.0,3486.0,1030.0
Alcozauca de Guerrero,Hombre,2238.0,45.0,5.0,4307.0,938.0
Coyuca de Catalán,Mujer,2370.0,31.0,5.0,2793.0,1053.0
Coyuca de Catalán,Hombre,2140.0,40.0,5.0,4541.0,1044.0
Atotonilco de Tula,Mujer,4347.0,37.0,5.0,4053.0,1367.0
Atotonilco de Tula,Hombre,6114.0,47.0,5.0,5720.0,1623.0
El Salto,Mujer,6989.0,37.0,5.0,3921.0,1801.0
El Salto,Hombre,10603.0,43.0,5.0,5415.0,2240.0
San Cristóbal de la Barranca,Mujer,2214.0,31.0,5.0,4316.0,999.0
San Cristóbal de la Barranca,Hombre,1815.0,36.0,4.0,3951.0,899.0
Acolman,Mujer,11261.0,39.0,4.0,2715.0,4206.0
Acolman,Hombre,14693.0,47.0,5.0,3205.0,4649.0
Apaxco,Mujer,5428.0,37.0,4.0,2657.0,2111.0
Apaxco,Hombre,9746.0,44.0,5.0,3998.0,2791.0
Jocotitlán,Mujer,6750.0,35.0,4.0,2682.0,2375.0
Jocotitlán,Hombre,7852.0,40.0,5.0,2786.0,2531.0
Joquicingo,Mujer,6077.0,34.0,4.0,1947.0,2248.0
Joquicingo,Hombre,3669.0,45.0,5.0,3202.0,1861.0
Lerma,Mujer,6709.0,38.0,4.0,2572.0,1764.0
Lerma,Hombre,11333.0,42.0,5.0,3217.0,2233.0
Cadereyta Jiménez,Mujer,4221.0,37.0,4.0,5331.0,1060.0
Cadereyta Jiménez,Hombre,7787.0,42.0,5.0,6551.0,1375.0
Pesquería,Mujer,2923.0,40.0,4.0,4861.0,818.0
Pesquería,Hombre,4117.0,46.0,5.0,5552.0,947.0
Santa Catarina,Mujer,10362.0,36.0,4.0,4713.0,1845.0
Santa Catarina,Hombre,16570.0,42.0,5.0,5338.0,2156.0
Santo Domingo Tehuantepec,Mujer,4814.0,35.0,5.0,3468.0,1278.0
Santo Domingo Tehuantepec,Hombre,3952.0,44.0,5.0,4292.0,1179.0
Teotitlán de Flores Magón,Mujer,1917.0,31.0,4.0,3248.0,755.0
Teotitlán de Flores Magón,Hombre,2721.0,42.0,5.0,4319.0,945.0
Chietla,Mujer,3086.0,35.0,5.0,2518.0,1376.0
Chietla,Hombre,3603.0,45.0,5.0,3559.0,1486.0
Nealtican,Mujer,4357.0,33.0,4.0,3182.0,2176.0
Nealtican,Hombre,3527.0,39.0,5.0,3194.0,1501.0
San Jerónimo Tecuanipan,Mujer,4724.0,40.0,5.0,2411.0,1668.0
San Jerónimo Tecuanipan,Hombre,2776.0,38.0,4.0,2921.0,1384.0
Tepatlaxco de Hidalgo,Mujer,4529.0,40.0,5.0,1978.0,1781.0
Tepatlaxco de Hidalgo,Hombre,8479.0,42.0,5.0,3339.0,2261.0
Tlatlauquitepec,Mujer,4962.0,34.0,5.0,2110.0,1743.0
Tlatlauquitepec,Hombre,3522.0,40.0,5.0,3476.0,1376.0
Xicotepec,Mujer,8432.0,37.0,5.0,2476.0,2919.0
Xicotepec,Hombre,9042.0,47.0,5.0,3877.0,3094.0
Pinal de Amoles,Mujer,592.0,35.0,5.0,1712.0,335.0
Pinal de Amoles,Hombre,1179.0,39.0,5.0,2980.0,429.0
Cananea,Mujer,2841.0,34.0,4.0,4733.0,1182.0
Cananea,Hombre,5085.0,44.0,5.0,6261.0,1558.0
San Javier,Mujer,227.0,49.0,6.0,2506.0,227.0
San Javier,Hombre,1059.0,45.0,5.0,3485.0,413.0
Coatepec,Mujer,6220.0,40.0,5.0,4105.0,2619.0
Coatepec,Hombre,7007.0,43.0,5.0,4929.0,2350.0
Calera,Mujer,1780.0,36.0,5.0,4028.0,609.0
Calera,Hombre,2582.0,44.0,5.0,4672.0,718.0
Valparaíso,Mujer,1234.0,32.0,5.0,3531.0,460.0
Valparaíso,Hombre,1370.0,38.0,5.0,3965.0,472.0
Berriozábal,Mujer,4420.0,38.0,5.0,3459.0,1665.0
Berriozábal,Hombre,5615.0,46.0,5.0,4953.0,1849.0
Motozintla,Mujer,3068.0,38.0,5.0,5693.0,1211.0
Motozintla,Hombre,3302.0,41.0,5.0,5835.0,1299.0
Meoqui,Mujer,3099.0,39.0,5.0,5137.0,1077.0
Meoqui,Hombre,3133.0,44.0,5.0,5895.0,1101.0
Coyoacán,Mujer,25387.0,36.0,4.0,3870.0,4896.0
Coyoacán,Hombre,32899.0,40.0,4.0,4244.0,5586.0
San Diego de la Unión,Mujer,2164.0,39.0,5.0,2809.0,875.0
San Diego de la Unión,Hombre,2941.0,41.0,5.0,3505.0,1034.0
Jocotepec,Mujer,6564.0,35.0,5.0,4153.0,2301.0
Jocotepec,Hombre,6580.0,38.0,5.0,4886.0,2321.0
Nezahualcóyotl,Mujer,38936.0,39.0,4.0,2794.0,7291.0
Nezahualcóyotl,Hombre,55260.0,44.0,5.0,3141.0,8637.0
Tejupilco,Mujer,7123.0,38.0,5.0,3237.0,2608.0
Tejupilco,Hombre,5424.0,44.0,5.0,3651.0,2232.0
Tultitlán,Mujer,24301.0,39.0,4.0,3090.0,6057.0
Tultitlán,Hombre,34208.0,44.0,5.0,3581.0,6949.0
Zumpango,Mujer,8510.0,39.0,4.0,2900.0,3036.0
Zumpango,Hombre,13916.0,45.0,5.0,3416.0,3849.0
Los Reyes,Mujer,4917.0,34.0,5.0,4942.0,2236.0
Los Reyes,Hombre,6086.0,43.0,5.0,6938.0,2577.0
Zitácuaro,Mujer,4547.0,38.0,5.0,5333.0,1434.0
Zitácuaro,Hombre,5255.0,43.0,5.0,7451.0,1585.0
Santa Cruz Xoxocotlán,Mujer,4122.0,35.0,5.0,3864.0,671.0
Santa Cruz Xoxocotlán,Hombre,4049.0,44.0,5.0,5068.0,649.0
Totolac,Mujer,1376.0,37.0,4.0,3732.0,347.0
Totolac,Hombre,1685.0,41.0,4.0,4443.0,390.0
Cosoleacaque,Mujer,7512.0,42.0,5.0,4671.0,3012.0
Cosoleacaque,Hombre,7964.0,46.0,5.0,4815.0,2648.0
Arriaga,Mujer,2542.0,36.0,5.0,4176.0,1063.0
Arriaga,Hombre,3752.0,46.0,5.0,5150.0,1274.0
Chenalhó,Mujer,3586.0,37.0,5.0,1191.0,1579.0
Chenalhó,Hombre,2971.0,40.0,5.0,2305.0,1461.0
Jitotol,Mujer,3544.0,34.0,5.0,5320.0,1327.0
Jitotol,Hombre,3188.0,42.0,5.0,4466.0,1255.0
Mitontic,Mujer,2301.0,47.0,6.0,2217.0,1099.0
Mitontic,Hombre,3036.0,49.0,5.0,3146.0,1324.0
Oxchuc,Mujer,1794.0,39.0,6.0,528.0,999.0
Oxchuc,Hombre,965.0,43.0,5.0,4629.0,745.0
Sitalá,Mujer,2554.0,40.0,5.0,1253.0,1509.0
Sitalá,Hombre,3928.0,38.0,5.0,4831.0,1666.0
Socoltenango,Mujer,1718.0,39.0,5.0,4733.0,788.0
