Record Type,CDS Code,County,District,School,Entity Type,Low Grade,High Grade,Public Yes/No,Latitude,Longitude
School,19647336156871,Los Angeles,Los Angeles Unified,Machon,High Schools (Private),9,12,N,34.056956,-118.358933
School,19647336150486,Los Angeles,Los Angeles Unified,Manzanita School and Institute,K-12 Schools (Private),K,12,N,34.111964,-118.634370
School,19647336901250,Los Angeles,Los Angeles Unified,Marcus Garvey School,Elementary School (Private),K,8,N,33.989225,-118.323340
School,19647336962559,Los Angeles,Los Angeles Unified,Maria Regina,Elementary School (Private),K,8,N,33.908870,-118.316834
School,19647336935266,Los Angeles,Los Angeles Unified,Marlborough School,K-12 Schools (Private),7,12,N,34.069794,-118.327146
School,19647336962575,Los Angeles,Los Angeles Unified,Mary Immaculate Elementary School,Elementary School (Private),K,8,N,34.258200,-118.433905
School,19647336962583,Los Angeles,Los Angeles Unified,Mary Star of the Sea Elementary,Elementary School (Private),K,8,N,33.737451,-118.295426
School,19647336935746,Los Angeles,Los Angeles Unified,Mary Star of the Sea High School,High Schools (Private),9,12,N,33.767235,-118.301411
School,19647336935274,Los Angeles,Los Angeles Unified,Marymount High School,High Schools (Private),9,12,N,34.076715,-118.444268
School,19647336162424,Los Angeles,Los Angeles Unified,Middlebrooks Academy,High Schools (Private),11,12,N,34.072499,-118.135652
School,19647336136121,Los Angeles,Los Angeles Unified,Milken Community School,K-12 Schools (Private),6,12,N,34.126185,-118.478098
School,19647337065097,Los Angeles,Los Angeles Unified,Montessori Academy of Culver City,Elementary School (Private),K,1,N,33.983583,-118.389693
School,19647336158554,Los Angeles,Los Angeles Unified,Montessori Academy of West Adams,Elementary School (Private),K,1,N,34.032818,-118.336750
School,19647336200000,Los Angeles,Los Angeles Unified,Moore's Daycare Preparatory,Elementary School (Private),K,7,N,33.923782,-118.306899
School,19647337084817,Los Angeles,Los Angeles Unified,Morning Star Christian Academy,K-12 Schools (Private),2,12,N,34.179828,-118.461476
School,19647336962708,Los Angeles,Los Angeles Unified,Mother of Sorrows,Elementary School (Private),K,8,N,33.957847,-118.274054
School,19647336136949,Los Angeles,Los Angeles Unified,Muhammad University of Islam - Los Angeles,Elementary School (Private),K,12,N,33.941983,-118.308776
School,19647336962732,Los Angeles,Los Angeles Unified,Nativity Elementary,Elementary School (Private),K,8,N,33.991144,-118.290829
School,19647337100209,Los Angeles,Los Angeles Unified,New Covenant Academy,K-12 Schools (Private),K,12,N,34.064174,-118.289440
School,19647337049422,Los Angeles,Los Angeles Unified,New Horizon School Los Angeles,Elementary School (Private),K,5,N,34.066414,-118.291309
School,19647337091309,Los Angeles,Los Angeles Unified,New Horizon School Westside,Elementary School (Private),K,5,N,34.043242,-118.446030
School,19647336992176,Los Angeles,Los Angeles Unified,New World Montessori School,Elementary School (Private),K,6,N,34.021818,-118.407339
School,19647337084072,Los Angeles,Los Angeles Unified,Nishiyamato Academy,K-12 Schools (Private),K,9,N,33.805482,-118.327020
School,19647336992119,Los Angeles,Los Angeles Unified,Normandie Christian School of Los Angeles,Elementary School (Private),K,5,N,33.981735,-118.299813
School,19647336935134,Los Angeles,Los Angeles Unified,North Valley Christian School,K-12 Schools (Private),K,12,N,34.231413,-118.475363
School,19647336987523,Los Angeles,Los Angeles Unified,Northpoint School and Intensive Outpatient,K-12 Schools (Private),9,12,N,34.246264,-118.522535
School,19647336935381,Los Angeles,Los Angeles Unified,Notre Dame Academy,High Schools (Private),9,12,N,34.034333,-118.419237
School,19647336962765,Los Angeles,Los Angeles Unified,Notre Dame Academy Elementary,Elementary School (Private),K,8,N,34.033453,-118.418386
School,19647336935399,Los Angeles,Los Angeles Unified,Notre Dame High School,High Schools (Private),9,12,N,34.157824,-118.430849
School,19647336157085,Los Angeles,Los Angeles Unified,Oak Crest Academy Colburn,K-12 Schools (Private),6,12,N,34.054009,-118.249830
School,19647336159792,Los Angeles,Los Angeles Unified,Oak Crest Academy Independent Studies,K-12 Schools (Private),K,12,N,34.028705,-117.748930
School,19647336154264,Los Angeles,Los Angeles Unified,Oak Tree View Park Windsor Hills,Elementary School (Private),K,3,N,33.988662,-118.352564
School,19647336962781,Los Angeles,Los Angeles Unified,Oakwood Elementary,Elementary School (Private),K,6,N,34.149551,-118.375664
School,19647336935415,Los Angeles,Los Angeles Unified,Oakwood Secondary,K-12 Schools (Private),7,12,N,34.164593,-118.384715
School,19647336924765,Los Angeles,Los Angeles Unified,Ohr Eliyahu Academy also known as Yeshiva Aharon Yaakov Ohr Eliyahu,Elementary School (Private),K,8,N,34.069125,-118.345249
School,19647336154660,Los Angeles,Los Angeles Unified,Olive Tree Christian Academy,K-12 Schools (Private),K,12,N,34.060764,-118.300211
School,19647336163885,Los Angeles,Los Angeles Unified,Olympus Academy,K-12 Schools (Private),2,12,N,33.957193,-118.279455
School,19647336158331,Los Angeles,Los Angeles Unified,OneSchool Global - Los Angeles,K-12 Schools (Private),3,12,N,33.963331,-118.371722
School,19647336204556,Los Angeles,Los Angeles Unified,Or Hachaim Academy,Elementary School (Private),K,8,N,34.180033,-118.396861
School,19647336143838,Los Angeles,Los Angeles Unified,Orange School,K-12 Schools (Private),1,12,N,34.047545,-118.321527
School,19647336164172,Los Angeles,Los Angeles Unified,Orchard Academy,High Schools (Private),K,12,N,34.067203,-118.294410
School,19647336962815,Los Angeles,Los Angeles Unified,Our Lady of Grace,Elementary School (Private),K,8,N,34.161611,-118.519534
School,19647336962831,Los Angeles,Los Angeles Unified,Our Lady of Guadalupe Elementary,Elementary School (Private),K,8,N,34.041907,-118.178940
School,19647336962849,Los Angeles,Los Angeles Unified,Our Lady of Guadalupe School - Rose Hill,Elementary School (Private),K,8,N,34.086523,-118.188280
School,19647336962872,Los Angeles,Los Angeles Unified,Our Lady of Loretto Elementary School,Elementary School (Private),K,8,N,34.066994,-118.264037
School,19647336962906,Los Angeles,Los Angeles Unified,Our Lady of Lourdes,Elementary School (Private),K,8,N,34.256479,-118.292493
School,19647336962898,Los Angeles,Los Angeles Unified,Our Lady of Lourdes,Elementary School (Private),K,8,N,34.247174,-118.534697
School,19647336962880,Los Angeles,Los Angeles Unified,Our Lady of Lourdes School,Elementary School (Private),K,8,N,34.032929,-118.185999
School,19647336962922,Los Angeles,Los Angeles Unified,Our Lady of Peace Elementary,Elementary School (Private),K,8,N,34.234094,-118.469259
School,19647336962864,Los Angeles,Los Angeles Unified,Our Lady of the Holy Rosary School,Elementary School (Private),K,8,N,34.212779,-118.369889
School,19647336962989,Los Angeles,Los Angeles Unified,Our Lady of the Rosary of Talpa,Elementary School (Private),K,8,N,34.036866,-118.205009
School,19647336963003,Los Angeles,Los Angeles Unified,Our Lady of the Valley School,Elementary School (Private),K,8,N,34.199393,-118.607653
School,19647336963029,Los Angeles,Los Angeles Unified,Our Mother of Good Counsel,Elementary School (Private),K,8,N,34.109842,-118.290893
School,19647336132708,Los Angeles,Los Angeles Unified,Pacific Lutheran Jr./Sr. High School,High Schools (Private),6,12,N,33.865979,-118.301857
School,19647336963045,Los Angeles,Los Angeles Unified,Page Private-Hancock Park,Elementary School (Private),K,8,N,34.080939,-118.323830
School,19647336139133,Los Angeles,Los Angeles Unified,Palisades Montessori Center,Elementary School (Private),K,1,N,34.047633,-118.545052
School,19647336130470,Los Angeles,Los Angeles Unified,Personal Coaching Systems,K-12 Schools (Private),K,12,N,33.869511,-118.275160
School,19647336935555,Los Angeles,Los Angeles Unified,Pilgrim School,K-12 Schools (Private),K,12,N,34.064317,-118.285185
School,19647336159875,Los Angeles,Los Angeles Unified,Portal Schools,High Schools (Private),9,10,N,33.982289,-118.406026
School,19647336963110,Los Angeles,Los Angeles Unified,Precious Blood,Elementary School (Private),K,8,N,34.067759,-118.282507
School,19647336164842,Los Angeles,Los Angeles Unified,Puckett Daddy,Elementary School (Private),7,8,N,34.301703,-118.476866
School,19647336164685,Los Angeles,Los Angeles Unified,Quinones Family Group,K-12 Schools (Private),2,12,N,Information Redacted,Information Redacted
School,19647336926455,Los Angeles,Los Angeles Unified,Rabbi Jacob Pressman Academy,Elementary School (Private),K,8,N,34.058398,-118.376329
School,19647336963151,Los Angeles,Los Angeles Unified,Redeemer Baptist Elementary,Elementary School (Private),K,8,N,34.030824,-118.419248
School,19647337071780,Los Angeles,Los Angeles Unified,ReJOYce In Jesus Christian School,Elementary School (Private),K,8,N,34.050595,-118.351398
School,19647337097249,Los Angeles,Los Angeles Unified,Renuevo Elementary School,Elementary School (Private),K,5,N,33.980345,-118.211315
School,19647336144042,Los Angeles,Los Angeles Unified,Renuevo Leadership Academy,K-12 Schools (Private),6,12,N,33.980345,-118.211315
School,19647336963177,Los Angeles,Los Angeles Unified,Resurrection,Elementary School (Private),K,8,N,34.022326,-118.204787
School,19647336935696,Los Angeles,Los Angeles Unified,Ribet Academy,K-12 Schools (Private),K,12,N,34.113484,-118.242064
School,19647336159602,Los Angeles,Los Angeles Unified,Rising Stars Academy,Elementary School (Private),K,3,N,33.931182,-118.310829
School,19647336144554,Los Angeles,Los Angeles Unified,Rising Stars Academy Elementary,Elementary School (Private),K,3,N,33.931323,-118.311629
School,19647336164347,Los Angeles,Los Angeles Unified,RiSon Village,Elementary School (Private),3,4,N,Information Redacted,Information Redacted
School,19647336165047,Los Angeles,Los Angeles Unified,RIVERS Academy,K-12 Schools (Private),7,12,N,34.126092,-118.472298
School,19647336136089,Los Angeles,Los Angeles Unified,Rockland Academy,K-12 Schools (Private),1,12,N,34.167064,-118.605625
School,19647336935720,Los Angeles,Los Angeles Unified,Rolling Hills Prep and Renaissance Schools,K-12 Schools (Private),5,12,N,33.779178,-118.301505
School,19647336963227,Los Angeles,Los Angeles Unified,Sacred Heart Elementary School,Elementary School (Private),K,8,N,34.069877,-118.213171
School,19647336935761,Los Angeles,Los Angeles Unified,Sacred Heart High,High Schools (Private),9,12,N,34.069884,-118.211962
School,19647336963326,Los Angeles,Los Angeles Unified,Saint Aloysius,Elementary School (Private),K,8,N,33.967764,-118.236221
School,19647336144679,Los Angeles,Los Angeles Unified,Saint Mary Coptic Orthodox School,Elementary School (Private),K,5,N,34.221938,-118.512899
School,19647336964456,Los Angeles,Los Angeles Unified,Saint Paul the Apostle School,Elementary School (Private),K,8,N,34.054777,-118.436954
School,19647336964613,Los Angeles,Los Angeles Unified,Saint Sebastian School,Elementary School (Private),K,8,N,34.046814,-118.455651
School,19647336964654,Los Angeles,Los Angeles Unified,Saint Thomas the Apostle,Elementary School (Private),K,8,N,34.045286,-118.299068
School,19647336963243,Los Angeles,Los Angeles Unified,Samuel A. Fryer Yavneh Hebrew,Elementary School (Private),K,8,N,34.070492,-118.336288
School,19647336935787,Los Angeles,Los Angeles Unified,San Fernando Valley Academy,K-12 Schools (Private),K,12,N,34.251414,-118.518248
School,19647336964746,Los Angeles,Los Angeles Unified,San Miguel Catholic School,Elementary School (Private),K,8,N,33.937280,-118.231497
School,19647336964753,Los Angeles,Los Angeles Unified,Santa Isabel,Elementary School (Private),K,8,N,34.033929,-118.215133
School,19647336162465,Los Angeles,Los Angeles Unified,Santa Monica Academy,High Schools (Private),9,12,N,34.033076,-118.451931
School,19647336964761,Los Angeles,Los Angeles Unified,Santa Rosa de Lima,Elementary School (Private),K,8,N,34.282349,-118.449099
School,19647336964779,Los Angeles,Los Angeles Unified,Santa Teresita Elementary,Elementary School (Private),K,8,N,34.057135,-118.197334
School,19647337104425,Los Angeles,Los Angeles Unified,Seven Arrows Elementary,Elementary School (Private),K,6,N,34.045090,-118.525885
School,19647336161608,Los Angeles,Los Angeles Unified,SF World Academy,K-12 Schools (Private),K,12,N,34.080591,-118.319871
School,19647337085780,Los Angeles,Los Angeles Unified,Shalhevet,K-12 Schools (Private),9,12,N,34.059087,-118.363244
School,19647336990634,Los Angeles,Los Angeles Unified,Sheenway School and Culture Center,K-12 Schools (Private),1,10,N,33.944132,-118.279111
School,19647336904411,Los Angeles,Los Angeles Unified,Sierra Canyon School,Elementary School (Private),K,12,N,34.270534,-118.586019
School,19647336977003,Los Angeles,Los Angeles Unified,Sinai Akiba Academy,Elementary School (Private),K,8,N,34.065635,-118.429131
School,19647336164776,Los Angeles,Los Angeles Unified,Sirius Bee Place of Co Creation,K-12 Schools (Private),2,11,N,Information Redacted,Information Redacted
School,19647336914980,Los Angeles,Los Angeles Unified,Slauson Learning Center No. 1,High Schools (Private),8,12,N,33.988365,-118.334643
School,19647330133058,Los Angeles,Los Angeles Unified,Spectrum Center- Long Beach Middle Market Street,K-12 Schools (Private),6,8,N,33.853755,-118.182045
School,19647336963300,Los Angeles,Los Angeles Unified,St. Agnes Parish School,Elementary School (Private),K,8,N,34.032673,-118.292764
School,19647336963334,Los Angeles,Los Angeles Unified,St. Alphonsus School,Elementary School (Private),K,8,N,34.025320,-118.154367
School,19647336963359,Los Angeles,Los Angeles Unified,St. Anastasia Elementary,Elementary School (Private),K,8,N,33.959131,-118.425089
School,19647336135537,Los Angeles,Los Angeles Unified,St. Anne's Academy,K-12 Schools (Private),K,12,N,34.297042,-118.715222
School,19647336963409,Los Angeles,Los Angeles Unified,St. Anthony of Padua,Elementary School (Private),K,8,N,33.883519,-118.292813
School,19647336963441,Los Angeles,Los Angeles Unified,St. Augustine School (SAS),Elementary School (Private),K,8,N,34.021658,-118.400257
School,19647336963516,Los Angeles,Los Angeles Unified,St. Bernard Elementary,Elementary School (Private),K,8,N,34.111165,-118.236210
School,19647336935886,Los Angeles,Los Angeles Unified,St. Bernard High School,High Schools (Private),9,12,N,33.955114,-118.432126
School,19647336963524,Los Angeles,Los Angeles Unified,St. Bernardine of Siena School,Elementary School (Private),K,8,N,34.181827,-118.657049
School,19647336963532,Los Angeles,Los Angeles Unified,St. Brendan,Elementary School (Private),K,8,N,34.069906,-118.310104
School,19647336963540,Los Angeles,Los Angeles Unified,St. Bridget of Sweden Elementary,Elementary School (Private),K,8,N,34.200030,-118.497566
School,19647336963607,Los Angeles,Los Angeles Unified,St. Cecilia Elementary,Elementary School (Private),K,8,N,34.006920,-118.300042
School,19647336963615,Los Angeles,Los Angeles Unified,St. Charles Borromeo,Elementary School (Private),K,8,N,34.149966,-118.367478
School,19647336963649,Los Angeles,Los Angeles Unified,St. Columbkille Elementary,Elementary School (Private),K,8,N,33.981466,-118.275547
School,19647336963672,Los Angeles,Los Angeles Unified,St. Cyril of Jerusalem Elementary,Elementary School (Private),K,8,N,34.154045,-118.474161
