school_name,school_type,position_title,budget_sub_category,total_staff_quantity,total_cost
J.O. Wilson ES,Elementary School,Assistant Principal,School Leadership,1,118667
J.O. Wilson ES,Elementary School,Teacher - Pre-School,Early Childhood,3,283878
J.O. Wilson ES,Elementary School,Teacher - Pre-K,Early Childhood,3,283878
J.O. Wilson ES,Elementary School,Aide - Early Childhood,Early Childhood,10,306810
J.O. Wilson ES,Elementary School,Teacher - Kindergarten,General Education,3,283878
J.O. Wilson ES,Elementary School,Teacher - 1st Grade,General Education,3,283878
J.O. Wilson ES,Elementary School,Teacher - 2nd Grade,General Education,3,283878
J.O. Wilson ES,Elementary School,Teacher - 3rd Grade,General Education,3,283878
J.O. Wilson ES,Elementary School,Teacher - 4th Grade,General Education,3,283878
J.O. Wilson ES,Elementary School,Teacher - 5th Grade,General Education,1,94626
J.O. Wilson ES,Elementary School,Teacher - Resource,General Education,1,94626
J.O. Wilson ES,Elementary School,Teacher - Early Learning Support Program,Special Education,1,94626
J.O. Wilson ES,Elementary School,Teacher - Independence & Learning Support Program,Special Education,2,189252
J.O. Wilson ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,3,283878
J.O. Wilson ES,Elementary School,Aide - Early Learning Support Program,Special Education,1,30681
J.O. Wilson ES,Elementary School,Aide - Independence & Learning Support Program,Special Education,2,61362
J.O. Wilson ES,Elementary School,Librarian,Related Arts,1,94626
J.O. Wilson ES,Elementary School,Teacher - Art,Related Arts,1,94626
J.O. Wilson ES,Elementary School,Teacher - Music,Related Arts,1,94626
J.O. Wilson ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1.5,141939
J.O. Wilson ES,Elementary School,Teacher - World Language,Related Arts,1,94626
J.O. Wilson ES,Elementary School,Aide - General Education,Classroom Aides,4,122724
J.O. Wilson ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
J.O. Wilson ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
J.O. Wilson ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
J.O. Wilson ES,Elementary School,Specialist - Reading,Schoolwide Instructional Support,1,94626
J.O. Wilson ES,Elementary School,Technology Instructional Coach,Schoolwide Instructional Support,0.5,47313
J.O. Wilson ES,Elementary School,Business Manager,Administrative,1,62752
J.O. Wilson ES,Elementary School,Clerk,Administrative,1,36519
J.O. Wilson ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
J.O. Wilson ES,Elementary School,Custodian (RW-5),Custodial Staff,1,44876
J.O. Wilson ES,Elementary School,Custodian (RW-3),Custodial Staff,2,71430
J.O. Wilson ES,Elementary School,Afterschool,Non-Personnel,─,119677.845
J.O. Wilson ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,46200
J.O. Wilson ES,Elementary School,Admin Premium,Non-Personnel,─,28000
J.O. Wilson ES,Elementary School,Custodial Overtime,Non-Personnel,─,20000
J.O. Wilson ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,25549.02
J.O. Wilson ES,Elementary School,Out of City Travel,Non-Personnel,─,2000
J.O. Wilson ES,Elementary School,Educational Supplies,Non-Personnel,─,29583
J.O. Wilson ES,Elementary School,Office Supplies,Non-Personnel,─,5000
J.O. Wilson ES,Elementary School,Health Services,Non-Personnel,─,300
J.O. Wilson ES,Elementary School,Custodial Supplies,Non-Personnel,─,25000
J.O. Wilson ES,Elementary School,Furniture & Fixtures,Non-Personnel,─,5000
J.O. Wilson ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,10452
J.O. Wilson ES,Elementary School,Textbooks,Non-Personnel,─,6500
J.O. Wilson ES,Elementary School,Library Books,Non-Personnel,─,1000
J.O. Wilson ES,Elementary School,Professional Development,Non-Personnel,─,7000
J.O. Wilson ES,Elementary School,Conference Fees (Out of City),Non-Personnel,─,500
J.O. Wilson ES,Elementary School,Contractual Services,Non-Personnel,─,49000
Janney ES,Elementary School,Principal,School Leadership,1,147768
Janney ES,Elementary School,Administrative Officer,School Leadership,1,74398
Janney ES,Elementary School,Assistant Principal,School Leadership,1,118667
Janney ES,Elementary School,Teacher - Pre-K,Early Childhood,4.5,425817
Janney ES,Elementary School,Aide - Early Childhood,Early Childhood,9,276129
Janney ES,Elementary School,Teacher - Kindergarten,General Education,5,473130
Janney ES,Elementary School,Teacher - 1st Grade,General Education,5,473130
Janney ES,Elementary School,Teacher - 2nd Grade,General Education,5,473130
Janney ES,Elementary School,Teacher - 3rd Grade,General Education,4,378504
Janney ES,Elementary School,Teacher - 4th Grade,General Education,4,378504
Janney ES,Elementary School,Teacher - 5th Grade,General Education,4,378504
Janney ES,Elementary School,Teacher - Reading,General Education,1,94626
Janney ES,Elementary School,Teacher - Resource,General Education,6,567756
Janney ES,Elementary School,Teacher - Science (General),General Education,2,189252
Janney ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,6,567756
Janney ES,Elementary School,Teacher - English Language Learner,English Language Learner,2,189252
Janney ES,Elementary School,Librarian,Related Arts,1,94626
Janney ES,Elementary School,Teacher - Art,Related Arts,1,94626
Janney ES,Elementary School,Teacher - Music,Related Arts,1,94626
Janney ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Janney ES,Elementary School,Teacher - World Language,Related Arts,1,94626
Janney ES,Elementary School,Aide - General Education,Classroom Aides,2,61362
Janney ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,2,189252
Janney ES,Elementary School,Psychologist,Socio-Emotional Support,0.8,75700.8
Janney ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Janney ES,Elementary School,Clerk,Administrative,1,36519
Janney ES,Elementary School,Administrative Aide,Administrative,1,46722
Janney ES,Elementary School,Custodial Foreman,Custodial Staff,2,114888
Janney ES,Elementary School,Custodian (RW-5),Custodial Staff,1,44876
Janney ES,Elementary School,Custodian (RW-3),Custodial Staff,2,71430
Janney ES,Elementary School,Admin Premium,Non-Personnel,─,0
Janney ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,67200
Janney ES,Elementary School,Custodial Overtime,Non-Personnel,─,15000
Janney ES,Elementary School,Educational Supplies,Non-Personnel,─,36250
Janney ES,Elementary School,Office Supplies,Non-Personnel,─,5000
Janney ES,Elementary School,Health Services,Non-Personnel,─,200
Janney ES,Elementary School,Custodial Supplies,Non-Personnel,─,20000
Janney ES,Elementary School,General Supplies,Non-Personnel,─,5000
Janney ES,Elementary School,Furniture & Fixtures,Non-Personnel,─,10000
Janney ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,10000
Janney ES,Elementary School,Textbooks,Non-Personnel,─,10000
Janney ES,Elementary School,Library Books,Non-Personnel,─,10000
Janney ES,Elementary School,Professional Development,Non-Personnel,─,7500
Jefferson MS,Middle School,Principal,School Leadership,1,147768
Jefferson MS,Middle School,Assistant Principal - Intervention (API),School Leadership,1,118667
Jefferson MS,Middle School,Administrative Officer,School Leadership,1,74398
Jefferson MS,Middle School,Assistant Principal,School Leadership,0.5,59333.5
Jefferson MS,Middle School,Teacher - Teacher Leader Innovation,General Education,1.5,141939
Jefferson MS,Middle School,Teacher - English,General Education,5.5,520443
Jefferson MS,Middle School,Teacher - Math,General Education,5,473130
Jefferson MS,Middle School,Teacher - Reading,General Education,1,94626
Jefferson MS,Middle School,Teacher - Science (General),General Education,2,189252
Jefferson MS,Middle School,Teacher - Specific Learning Support Program,Special Education,3,283878
Jefferson MS,Middle School,Teacher - Inclusion/Resource Services,Special Education,5,473130
Jefferson MS,Middle School,Aide - Specific Learning Support Program,Special Education,4,122724
Jefferson MS,Middle School,Librarian,Related Arts,0.5,47313
Jefferson MS,Middle School,Teacher - Art,Related Arts,1,94626
Jefferson MS,Middle School,Teacher - Music,Related Arts,1,94626
Jefferson MS,Middle School,Teacher - Health/Physical Education,Related Arts,2,189252
Jefferson MS,Middle School,Teacher - World Language,Related Arts,1,94626
Jefferson MS,Middle School,Instructional Coach,Schoolwide Instructional Support,1,94626
Jefferson MS,Middle School,Psychologist,Socio-Emotional Support,1,94626
Jefferson MS,Middle School,Social Worker,Socio-Emotional Support,1.5,141939
Jefferson MS,Middle School,Behavior Technician,Socio-Emotional Support,1,39009
Jefferson MS,Middle School,Guidance Counselor - High School,Socio-Emotional Support,1,98411
Jefferson MS,Middle School,Coordinator - In-School Suspension,Socio-Emotional Support,1,46031
Jefferson MS,Middle School,Counselor - Attendance,Socio-Emotional Support,1,50010
Jefferson MS,Middle School,Director - School Operations,Administrative,1,98825
Jefferson MS,Middle School,Assistant - School Operations,Administrative,2,87456
Jefferson MS,Middle School,Custodial Foreman,Custodial Staff,1,57444
Jefferson MS,Middle School,Custodian (RW-5),Custodial Staff,2,89752
Jefferson MS,Middle School,Custodian (RW-3),Custodial Staff,1,35715
Jefferson MS,Middle School,Afterschool,Non-Personnel,─,22336.86
Jefferson MS,Middle School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,30700
Jefferson MS,Middle School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Jefferson MS,Middle School,Admin Premium,Non-Personnel,─,10000
Jefferson MS,Middle School,Custodial Overtime,Non-Personnel,─,7500
Jefferson MS,Middle School,Itinerant English Language Learner Teacher,Non-Personnel,─,8516.34
Jefferson MS,Middle School,Middle Grades Enrichment & Activities,Non-Personnel,─,5000
Jefferson MS,Middle School,Educational Supplies,Non-Personnel,─,11270
Jefferson MS,Middle School,Office Supplies,Non-Personnel,─,15691
Jefferson MS,Middle School,Custodial Supplies,Non-Personnel,─,12000
Jefferson MS,Middle School,General Supplies,Non-Personnel,─,29995
Jefferson MS,Middle School,Contractual Services,Non-Personnel,─,40000
Jefferson MS,Middle School,Stipends,Non-Personnel,─,2500
Jefferson MS,Middle School,Middle Grades Exposures & Excursions,Non-Personnel,─,18000
"Johnson, John Hayden MS",Middle School,Principal,School Leadership,1,147768
"Johnson, John Hayden MS",Middle School,Assistant Principal - Intervention (API),School Leadership,1,118667
"Johnson, John Hayden MS",Middle School,Administrative Officer,School Leadership,1,74398
"Johnson, John Hayden MS",Middle School,Assistant Principal,School Leadership,1,118667
"Johnson, John Hayden MS",Middle School,Teacher - Schoolwide Enrichment Model (SEM),General Education,1,94626
"Johnson, John Hayden MS",Middle School,Teacher - English,General Education,2,189252
"Johnson, John Hayden MS",Middle School,Teacher - Math,General Education,2,189252
"Johnson, John Hayden MS",Middle School,Teacher - Resource,General Education,1,94626
"Johnson, John Hayden MS",Middle School,Teacher - Science/Technology,General Education,2,189252
"Johnson, John Hayden MS",Middle School,Teacher - Social Studies,General Education,1,94626
"Johnson, John Hayden MS",Middle School,Teacher - 6th Grade,General Education,5,473130
"Johnson, John Hayden MS",Middle School,Teacher - Behavior & Education Support Program,Special Education,1,94626
"Johnson, John Hayden MS",Middle School,Teacher - Independence & Learning Support Program,Special Education,1,94626
"Johnson, John Hayden MS",Middle School,Teacher - Inclusion/Resource Services,Special Education,5,473130
"Johnson, John Hayden MS",Middle School,Aide - Behavior & Education Support Program,Special Education,1,30681
"Johnson, John Hayden MS",Middle School,Aide - Independence & Learning Support Program,Special Education,1,30681
"Johnson, John Hayden MS",Middle School,Librarian,Related Arts,0.5,47313
"Johnson, John Hayden MS",Middle School,Teacher - Art,Related Arts,0.5,47313
"Johnson, John Hayden MS",Middle School,Teacher - Music,Related Arts,1,94626
"Johnson, John Hayden MS",Middle School,Teacher - Health/Physical Education,Related Arts,1,94626
"Johnson, John Hayden MS",Middle School,Teacher - World Language,Related Arts,0.5,47313
"Johnson, John Hayden MS",Middle School,Psychologist,Socio-Emotional Support,1,94626
"Johnson, John Hayden MS",Middle School,Social Worker,Socio-Emotional Support,1.5,141939
"Johnson, John Hayden MS",Middle School,Specialist - Reading,Schoolwide Instructional Support,1,94626
"Johnson, John Hayden MS",Middle School,Behavior Technician,Socio-Emotional Support,1,39009
"Johnson, John Hayden MS",Middle School,Guidance Counselor - High School,Socio-Emotional Support,1,98411
"Johnson, John Hayden MS",Middle School,Specialist - Transition,Socio-Emotional Support,1,63519
"Johnson, John Hayden MS",Middle School,Business Manager,Administrative,0.5,31376
"Johnson, John Hayden MS",Middle School,Administrative Aide,Administrative,1,46722
"Johnson, John Hayden MS",Middle School,Coordinator - In-School Suspension,Administrative,1,46031
"Johnson, John Hayden MS",Middle School,Counselor - Attendance,Administrative,1,50010
"Johnson, John Hayden MS",Middle School,Custodial Foreman,Custodial Staff,1,57444
"Johnson, John Hayden MS",Middle School,Custodian (RW-5),Custodial Staff,2,89752
"Johnson, John Hayden MS",Middle School,Custodian (RW-3),Custodial Staff,1,35715
"Johnson, John Hayden MS",Middle School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,28300
"Johnson, John Hayden MS",Middle School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
"Johnson, John Hayden MS",Middle School,Admin Premium,Non-Personnel,─,5000
"Johnson, John Hayden MS",Middle School,Custodial Overtime,Non-Personnel,─,7500
"Johnson, John Hayden MS",Middle School,Itinerant English Language Learner Teacher,Non-Personnel,─,13247.64
"Johnson, John Hayden MS",Middle School,Middle Grades Enrichment & Activities,Non-Personnel,─,5000
"Johnson, John Hayden MS",Middle School,Educational Supplies,Non-Personnel,─,6806
"Johnson, John Hayden MS",Middle School,Office Supplies,Non-Personnel,─,500
