Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,19,64733,6017123,Los Angeles,Los Angeles Unified,Florence Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,661,604,0.914,623,0.943,629,573,0.911,592,0.941,Y
2019-2020,19,64733,6017131,Los Angeles,Los Angeles Unified,Ford Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,969,822,0.848,877,0.905,904,768,0.85,818,0.905,Y
2019-2020,19,64733,6017149,Los Angeles,Los Angeles Unified,Forty-Ninth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,701,679,0.969,688,0.981,645,624,0.967,632,0.98,Y
2019-2020,19,64733,6017156,Los Angeles,Los Angeles Unified,Forty-Second Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,209,190,0.909,192,0.919,187,169,0.904,171,0.914,Y
2019-2020,19,64733,6017164,Los Angeles,Los Angeles Unified,Fourth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,390,330,0.846,352,0.903,390,330,0.846,352,0.903,Y
2019-2020,19,64733,6017172,Los Angeles,Los Angeles Unified,Franklin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,488,118,0.242,134,0.275,488,118,0.242,134,0.275,Y
2019-2020,19,64733,6017180,Los Angeles,Los Angeles Unified,Fries Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,447,400,0.895,432,0.966,415,371,0.894,401,0.966,Y
2019-2020,19,64733,6017198,Los Angeles,Los Angeles Unified,Fullbright Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,469,376,0.802,403,0.859,439,351,0.8,374,0.852,Y
2019-2020,19,64733,6017206,Los Angeles,Los Angeles Unified,Garden Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,386,310,0.803,352,0.912,354,284,0.802,324,0.915,Y
2019-2020,19,64733,6017214,Los Angeles,Los Angeles Unified,Gardena Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,534,454,0.85,479,0.897,499,420,0.842,445,0.892,Y
2019-2020,19,64733,6017222,Los Angeles,Los Angeles Unified,Gardner Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,370,181,0.489,200,0.541,361,177,0.49,196,0.543,Y
2019-2020,19,64733,6017230,Los Angeles,Los Angeles Unified,Garvanza Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,312,236,0.756,253,0.811,284,222,0.782,239,0.842,Y
2019-2020,19,64733,6017248,Los Angeles,Los Angeles Unified,Gates Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,599,530,0.885,560,0.935,570,502,0.881,532,0.933,Y
2019-2020,19,64733,6017255,Los Angeles,Los Angeles Unified,Gault Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,296,232,0.784,260,0.878,287,226,0.787,253,0.882,Y
2019-2020,19,64733,6017263,Los Angeles,Los Angeles Unified,Germain Academy For Academic Achievement,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,565,292,0.517,356,0.63,522,274,0.525,330,0.632,Y
2019-2020,19,64733,6017271,Los Angeles,Los Angeles Unified,"Glassell Park ES Science, Technology, Engineering, Arts and Math Magnet",Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,313,273,0.872,289,0.923,292,257,0.88,272,0.932,Y
2019-2020,19,64733,6017289,Los Angeles,Los Angeles Unified,Gledhill Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,409,264,0.645,321,0.785,404,262,0.649,319,0.79,Y
2019-2020,19,64733,6017297,Los Angeles,Los Angeles Unified,Glen Alta Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,166,146,0.88,160,0.964,162,143,0.883,157,0.969,Y
2019-2020,19,64733,6017305,Los Angeles,Los Angeles Unified,Glenfeliz Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,263,157,0.597,181,0.688,248,155,0.625,175,0.706,Y
2019-2020,19,64733,6017313,Los Angeles,Los Angeles Unified,Glenwood Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,257,212,0.825,229,0.891,237,197,0.831,211,0.89,Y
2019-2020,19,64733,6017321,Los Angeles,Los Angeles Unified,Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,703,634,0.902,670,0.953,669,601,0.898,636,0.951,Y
2019-2020,19,64733,6017339,Los Angeles,Los Angeles Unified,Granada Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,411,230,0.56,287,0.698,403,223,0.553,280,0.695,Y
2019-2020,19,64733,6017347,Los Angeles,Los Angeles Unified,Grand View Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,685,352,0.514,420,0.613,600,320,0.533,380,0.633,Y
2019-2020,19,64733,6017354,Los Angeles,Los Angeles Unified,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,461,380,0.824,395,0.857,457,377,0.825,392,0.858,Y
2019-2020,19,64733,6017362,Los Angeles,Los Angeles Unified,Grape Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,468,450,0.962,460,0.983,438,421,0.961,430,0.982,Y
2019-2020,19,64733,6017388,Los Angeles,Los Angeles Unified,Gridley Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,515,368,0.715,402,0.781,477,347,0.727,377,0.79,Y
2019-2020,19,64733,6017396,Los Angeles,Los Angeles Unified,Griffin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,405,356,0.879,385,0.951,373,329,0.882,356,0.954,Y
2019-2020,19,64733,6017404,Los Angeles,Los Angeles Unified,Gulf Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,802,681,0.849,741,0.924,732,624,0.852,677,0.925,Y
2019-2020,19,64733,6017412,Los Angeles,Los Angeles Unified,Haddon Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,761,631,0.829,676,0.888,730,607,0.832,649,0.889,Y
2019-2020,19,64733,6017420,Los Angeles,Los Angeles Unified,Halldale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,509,404,0.794,439,0.862,476,384,0.807,412,0.866,Y
2019-2020,19,64733,6017438,Los Angeles,Los Angeles Unified,Hamlin Charter Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1472,Locally funded,N,K,5,335,140,0.418,171,0.51,322,136,0.422,167,0.519,Y
2019-2020,19,64733,6017446,Los Angeles,Los Angeles Unified,William R. Anton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,565,520,0.92,546,0.966,559,515,0.921,541,0.968,Y
2019-2020,19,64733,6017453,Los Angeles,Los Angeles Unified,Hancock Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,662,153,0.231,182,0.275,644,150,0.233,179,0.278,Y
2019-2020,19,64733,6017461,Los Angeles,Los Angeles Unified,Harbor City Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,524,450,0.859,475,0.906,497,429,0.863,452,0.909,Y
2019-2020,19,64733,6017479,Los Angeles,Los Angeles Unified,Harding Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,408,239,0.586,304,0.745,374,216,0.578,273,0.73,Y
2019-2020,19,64733,6017487,Los Angeles,Los Angeles Unified,Harrison Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,380,346,0.911,357,0.939,358,327,0.913,337,0.941,Y
2019-2020,19,64733,6017495,Los Angeles,Los Angeles Unified,Hart Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,732,678,0.926,704,0.962,693,645,0.931,669,0.965,Y
2019-2020,19,64733,6017503,Los Angeles,Los Angeles Unified,Haskell Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,583,310,0.532,404,0.693,579,309,0.534,403,0.696,Y
2019-2020,19,64733,6017511,Los Angeles,Los Angeles Unified,Hawaiian Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,635,586,0.923,613,0.965,599,554,0.925,578,0.965,Y
2019-2020,19,64733,6017529,Los Angeles,Los Angeles Unified,Haynes Charter For Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1470,Locally funded,N,K,5,414,91,0.22,103,0.249,410,90,0.22,102,0.249,Y
2019-2020,19,64733,6017537,Los Angeles,Los Angeles Unified,Hazeltine Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,762,626,0.822,682,0.895,701,578,0.825,626,0.893,Y
2019-2020,19,64733,6017545,Los Angeles,Los Angeles Unified,Heliotrope Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,592,491,0.829,532,0.899,562,468,0.833,505,0.899,Y
2019-2020,19,64733,6017552,Los Angeles,Los Angeles Unified,Herrick Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,448,346,0.772,371,0.828,416,319,0.767,342,0.822,Y
2019-2020,19,64733,6017586,Los Angeles,Los Angeles Unified,Hillcrest Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,591,568,0.961,580,0.981,554,531,0.958,543,0.98,Y
2019-2020,19,64733,6017594,Los Angeles,Los Angeles Unified,Hillside Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,114,105,0.921,106,0.93,110,101,0.918,102,0.927,Y
2019-2020,19,64733,6017602,Los Angeles,Los Angeles Unified,Hobart Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,583,536,0.919,557,0.955,553,510,0.922,530,0.958,Y
2019-2020,19,64733,6017610,Los Angeles,Los Angeles Unified,Holmes Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,206,202,0.981,205,0.995,205,201,0.98,204,0.995,Y
2019-2020,19,64733,6017628,Los Angeles,Los Angeles Unified,Hooper Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,1,5,902,837,0.928,870,0.965,902,837,0.928,870,0.965,Y
2019-2020,19,64733,6017636,Los Angeles,Los Angeles Unified,Hoover Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,718,681,0.948,705,0.982,672,639,0.951,659,0.981,Y
2019-2020,19,64733,6017644,Los Angeles,Los Angeles Unified,Hubbard Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,593,443,0.747,497,0.838,555,422,0.76,469,0.845,Y
2019-2020,19,64733,6017651,Los Angeles,Los Angeles Unified,Humphreys Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,555,509,0.917,541,0.975,537,491,0.914,523,0.974,Y
2019-2020,19,64733,6017669,Los Angeles,Los Angeles Unified,Huntington Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,307,273,0.889,289,0.941,289,255,0.882,271,0.938,Y
2019-2020,19,64733,6017677,Los Angeles,Los Angeles Unified,YES Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,500,436,0.872,441,0.882,471,411,0.873,415,0.881,Y
2019-2020,19,64733,6017685,Los Angeles,Los Angeles Unified,Ivanhoe Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,467,43,9.21E-02,58,0.124,467,43,9.21E-02,58,0.124,Y
2019-2020,19,64733,6017693,Los Angeles,Los Angeles Unified,Justice Street Academy Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1487,Locally funded,N,K,5,415,135,0.325,168,0.405,400,130,0.325,163,0.407,Y
2019-2020,19,64733,6017701,Los Angeles,Los Angeles Unified,Kenter Canyon Elementary Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,227,Locally funded,N,K,5,556,32,5.76E-02,34,6.12E-02,548,32,5.84E-02,34,6.20E-02,Y
2019-2020,19,64733,6017719,Los Angeles,Los Angeles Unified,Kentwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,348,79,0.227,94,0.27,336,75,0.223,89,0.265,Y
2019-2020,19,64733,6017727,Los Angeles,Los Angeles Unified,Kester Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,998,402,0.403,503,0.504,985,396,0.402,495,0.503,Y
2019-2020,19,64733,6017735,Los Angeles,Los Angeles Unified,Kittridge Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,792,685,0.865,711,0.898,758,656,0.865,682,0.9,Y
2019-2020,19,64733,6017743,Los Angeles,Los Angeles Unified,Knollwood Preparatory Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1486,Locally funded,N,K,5,410,220,0.537,269,0.656,401,214,0.534,263,0.656,Y
2019-2020,19,64733,6017750,Los Angeles,Los Angeles Unified,La Salle Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,375,347,0.925,352,0.939,353,330,0.935,335,0.949,Y
2019-2020,19,64733,6017768,Los Angeles,Los Angeles Unified,Lanai Road Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,567,39,6.88E-02,46,8.11E-02,560,39,6.96E-02,46,8.21E-02,Y
2019-2020,19,64733,6017776,Los Angeles,Los Angeles Unified,Langdon Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,646,617,0.955,632,0.978,586,560,0.956,574,0.98,Y
2019-2020,19,64733,6017784,Los Angeles,Los Angeles Unified,Lankershim Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,360,304,0.844,318,0.883,335,282,0.842,294,0.878,Y
2019-2020,19,64733,6017792,Los Angeles,Los Angeles Unified,Lassen Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,431,346,0.803,387,0.898,418,336,0.804,376,0.9,Y
2019-2020,19,64733,6017800,Los Angeles,Los Angeles Unified,Latona Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,149,129,0.866,137,0.919,146,126,0.863,134,0.918,Y
2019-2020,19,64733,6017818,Los Angeles,Los Angeles Unified,Laurel Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,247,186,0.753,207,0.838,243,183,0.753,204,0.84,Y
2019-2020,19,64733,6017826,Los Angeles,Los Angeles Unified,Leapwood Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,225,135,0.6,156,0.693,217,128,0.59,148,0.682,Y
2019-2020,19,64733,6017834,Los Angeles,Los Angeles Unified,Leland Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,464,331,0.713,392,0.845,453,325,0.717,382,0.843,Y
2019-2020,19,64733,6017842,Los Angeles,Los Angeles Unified,Lemay Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,386,250,0.648,300,0.777,380,246,0.647,295,0.776,Y
2019-2020,19,64733,6017859,Los Angeles,Los Angeles Unified,Liberty Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,589,518,0.879,562,0.954,557,489,0.878,531,0.953,Y
2019-2020,19,64733,6017867,Los Angeles,Los Angeles Unified,Liggett Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,648,531,0.819,563,0.869,600,495,0.825,523,0.872,Y
2019-2020,19,64733,6017875,Los Angeles,Los Angeles Unified,Lillian Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,464,412,0.888,446,0.961,431,382,0.886,414,0.961,Y
2019-2020,19,64733,6017883,Los Angeles,Los Angeles Unified,Limerick Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,754,639,0.847,684,0.907,733,623,0.85,666,0.909,Y
2019-2020,19,64733,6017891,Los Angeles,Los Angeles Unified,Lockhurst Drive Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1478,Locally funded,N,K,5,477,99,0.208,116,0.243,464,98,0.211,115,0.248,Y
2019-2020,19,64733,6017909,Los Angeles,Los Angeles Unified,Lockwood Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,393,350,0.891,386,0.982,375,334,0.891,368,0.981,Y
2019-2020,19,64733,6017917,Los Angeles,Los Angeles Unified,Logan Academy of Global Ecology,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,414,363,0.877,382,0.923,399,350,0.877,369,0.925,Y
2019-2020,19,64733,6017925,Los Angeles,Los Angeles Unified,Loma Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,706,618,0.875,663,0.939,670,588,0.878,628,0.937,Y
2019-2020,19,64733,6017933,Los Angeles,Los Angeles Unified,Lomita Math/Science/Technology Magnet,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,No ,N/A,N/A,N,K,5,920,525,0.571,641,0.697,913,522,0.572,638,0.699,Y
2019-2020,19,64733,6017941,Los Angeles,Los Angeles Unified,Lorena Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,398,365,0.917,380,0.955,376,346,0.92,360,0.957,Y
2019-2020,19,64733,6017958,Los Angeles,Los Angeles Unified,Loreto Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,324,301,0.929,312,0.963,296,276,0.932,285,0.963,Y
2019-2020,19,64733,6017966,Los Angeles,Los Angeles Unified,Lorne Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,506,286,0.565,352,0.696,497,281,0.565,346,0.696,Y
2019-2020,19,64733,6017974,Los Angeles,Los Angeles Unified,Los Feliz Science/Tech/Engineer/Math/Medicine Magnet,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,446,337,0.756,370,0.83,441,334,0.757,366,0.83,Y
2019-2020,19,64733,6017982,Los Angeles,Los Angeles Unified,Loyola Village Fine And Performing Arts Magnet,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,340,202,0.594,227,0.668,340,202,0.594,227,0.668,Y
