Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2016-17 
CALPADS Fall 1 
Certification Status"
2016-2017,7,61770,6004477,Contra Costa,Orinda Union Elementary,Orinda Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,875,5,5.71E-03,5,5.71E-03,875,5,5.71E-03,5,5.71E-03,Y
2016-2017,7,61770,6004501,Contra Costa,Orinda Union Elementary,Sleepy Hollow Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,383,1,2.61E-03,1,2.61E-03,374,1,2.67E-03,1,2.67E-03,Y
2016-2017,7,61770,6066583,Contra Costa,Orinda Union Elementary,Wagner Ranch Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,391,3,7.67E-03,3,7.67E-03,381,3,7.87E-03,3,7.87E-03,Y
2016-2017,7,61788,1,Contra Costa,Pittsburg Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,6,0.176,6,0.176,29,6,0.207,6,0.207,Y
2016-2017,7,61788,116863,Contra Costa,Pittsburg Unified,Marina Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,701,456,0.65,542,0.773,684,449,0.656,530,0.775,Y
2016-2017,7,61788,125435,Contra Costa,Pittsburg Unified,Martin Luther King Jr. Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,739,469,0.635,562,0.76,739,469,0.635,562,0.76,Y
2016-2017,7,61788,730184,Contra Costa,Pittsburg Unified,Black Diamond High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,222,137,0.617,148,0.667,203,123,0.606,134,0.66,Y
2016-2017,7,61788,735407,Contra Costa,Pittsburg Unified,Pittsburg Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3421,1791,0.524,2236,0.654,3311,1733,0.523,2165,0.654,Y
2016-2017,7,61788,6004527,Contra Costa,Pittsburg Unified,Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,657,398,0.606,479,0.729,644,391,0.607,469,0.728,Y
2016-2017,7,61788,6004535,Contra Costa,Pittsburg Unified,Highlands Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,533,351,0.659,410,0.769,526,348,0.662,406,0.772,Y
2016-2017,7,61788,6004543,Contra Costa,Pittsburg Unified,Los Medanos Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,749,457,0.61,568,0.758,737,455,0.617,564,0.765,Y
2016-2017,7,61788,6004568,Contra Costa,Pittsburg Unified,Parkside Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,648,433,0.668,531,0.819,633,425,0.671,521,0.823,Y
2016-2017,7,61788,6004576,Contra Costa,Pittsburg Unified,Willow Cove Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,695,446,0.642,542,0.78,681,441,0.648,536,0.787,Y
2016-2017,7,61788,6061162,Contra Costa,Pittsburg Unified,Hillview Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,978,538,0.55,697,0.713,978,538,0.55,697,0.713,Y
2016-2017,7,61788,6084966,Contra Costa,Pittsburg Unified,Rancho Medanos Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,862,531,0.616,651,0.755,862,531,0.616,651,0.755,Y
2016-2017,7,61788,6098578,Contra Costa,Pittsburg Unified,Foothill Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,577,315,0.546,413,0.716,572,313,0.547,410,0.717,Y
2016-2017,7,61788,6109383,Contra Costa,Pittsburg Unified,Stoneman Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,673,380,0.565,476,0.707,666,377,0.566,472,0.709,Y
2016-2017,7,61796,0,Contra Costa,West Contra Costa Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,47,12,0.255,13,0.277,44,11,0.25,12,0.273,Y
2016-2017,7,61796,1,Contra Costa,West Contra Costa Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85,17,0.2,18,0.212,74,17,0.23,18,0.243,Y
2016-2017,7,61796,101477,Contra Costa,West Contra Costa Unified,Leadership Public Schools: Richmond,Unified School District,High Schools (Public),Traditional,N/A,Yes,557,Directly funded,Y,9,12,548,370,0.675,456,0.832,528,355,0.672,438,0.83,Y
2016-2017,7,61796,110973,Contra Costa,West Contra Costa Unified,Richmond College Preparatory,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,755,Directly funded,Y,K,6,436,291,0.667,354,0.812,416,281,0.675,338,0.812,Y
2016-2017,7,61796,126805,Contra Costa,West Contra Costa Unified,Richmond Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1441,Directly funded,Y,6,8,248,161,0.649,219,0.883,248,161,0.649,219,0.883,Y
2016-2017,7,61796,129643,Contra Costa,West Contra Costa Unified,Richmond Charter Elementary-Benito Juarez,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1660,Directly funded,Y,K,5,465,304,0.654,396,0.852,458,299,0.653,389,0.849,Y
2016-2017,7,61796,132100,Contra Costa,West Contra Costa Unified,Aspire Richmond Ca. College Preparatory Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1739,Directly funded,Y,6,12,348,188,0.54,255,0.733,339,182,0.537,246,0.726,Y
2016-2017,7,61796,132118,Contra Costa,West Contra Costa Unified,Aspire Richmond Technology Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1740,Directly funded,Y,K,5,286,168,0.587,236,0.825,284,167,0.588,234,0.824,Y
2016-2017,7,61796,132233,Contra Costa,West Contra Costa Unified,John Henry High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1741,Directly funded,Y,9,12,202,141,0.698,172,0.851,201,140,0.697,171,0.851,Y
2016-2017,7,61796,133637,Contra Costa,West Contra Costa Unified,Summit Public School: Tamalpais,Unified School District,High Schools (Public),Traditional,N/A,Yes,1774,Directly funded,Y,7,12,117,42,0.359,76,0.65,117,42,0.359,76,0.65,Y
2016-2017,7,61796,730291,Contra Costa,West Contra Costa Unified,Middle College High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,285,103,0.361,143,0.502,281,100,0.356,140,0.498,Y
2016-2017,7,61796,730325,Contra Costa,West Contra Costa Unified,Vista High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,Lunch Provision 2,No ,N/A,N/A,N,K,12,261,160,0.613,176,0.674,127,73,0.575,79,0.622,Y
2016-2017,7,61796,730598,Contra Costa,West Contra Costa Unified,Hercules High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,996,335,0.336,404,0.406,967,317,0.328,386,0.399,Y
2016-2017,7,61796,732164,Contra Costa,West Contra Costa Unified,De Anza High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1331,745,0.56,898,0.675,1294,726,0.561,873,0.675,Y
2016-2017,7,61796,732941,Contra Costa,West Contra Costa Unified,El Cerrito High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1460,563,0.386,688,0.471,1417,544,0.384,666,0.47,Y
2016-2017,7,61796,733253,Contra Costa,West Contra Costa Unified,Greenwood Academy,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,345,241,0.699,265,0.768,250,196,0.784,214,0.856,Y
2016-2017,7,61796,733659,Contra Costa,West Contra Costa Unified,John F. Kennedy High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,915,693,0.757,757,0.827,870,665,0.764,726,0.834,Y
2016-2017,7,61796,735316,Contra Costa,West Contra Costa Unified,Pinole Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1164,564,0.485,687,0.59,1118,541,0.484,663,0.593,Y
2016-2017,7,61796,735902,Contra Costa,West Contra Costa Unified,Richmond High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1590,1312,0.825,1479,0.93,1512,1248,0.825,1408,0.931,Y
2016-2017,7,61796,6004600,Contra Costa,West Contra Costa Unified,Bayview Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,575,462,0.803,519,0.903,563,456,0.81,513,0.911,Y
2016-2017,7,61796,6004659,Contra Costa,West Contra Costa Unified,Collins Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,332,156,0.47,191,0.575,332,156,0.47,191,0.575,Y
2016-2017,7,61796,6004667,Contra Costa,West Contra Costa Unified,Coronado Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,443,359,0.81,413,0.932,428,347,0.811,400,0.935,Y
2016-2017,7,61796,6004691,Contra Costa,West Contra Costa Unified,Dover Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,698,529,0.758,636,0.911,682,523,0.767,622,0.912,Y
2016-2017,7,61796,6004733,Contra Costa,West Contra Costa Unified,Ellerhorst Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,366,121,0.331,151,0.413,366,121,0.331,151,0.413,Y
2016-2017,7,61796,6004741,Contra Costa,West Contra Costa Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,484,359,0.742,429,0.886,484,359,0.742,429,0.886,Y
2016-2017,7,61796,6004758,Contra Costa,West Contra Costa Unified,Fairmont Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,553,272,0.492,314,0.568,553,272,0.492,314,0.568,Y
2016-2017,7,61796,6004766,Contra Costa,West Contra Costa Unified,Ford Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,476,347,0.729,422,0.887,468,343,0.733,416,0.889,Y
2016-2017,7,61796,6004774,Contra Costa,West Contra Costa Unified,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,490,425,0.867,472,0.963,476,418,0.878,460,0.966,Y
2016-2017,7,61796,6004782,Contra Costa,West Contra Costa Unified,Harding Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,420,122,0.29,140,0.333,404,119,0.295,137,0.339,Y
2016-2017,7,61796,6004808,Contra Costa,West Contra Costa Unified,Kensington Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,507,29,5.72E-02,39,7.69E-02,507,29,5.72E-02,39,7.69E-02,Y
2016-2017,7,61796,6004824,Contra Costa,West Contra Costa Unified,Lake Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,415,339,0.817,394,0.949,401,332,0.828,383,0.955,Y
2016-2017,7,61796,6004832,Contra Costa,West Contra Costa Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,427,394,0.923,412,0.965,427,394,0.923,412,0.965,Y
2016-2017,7,61796,6004840,Contra Costa,West Contra Costa Unified,Madera Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,508,72,0.142,88,0.173,507,71,0.14,87,0.172,Y
2016-2017,7,61796,6004857,Contra Costa,West Contra Costa Unified,Mira Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,558,268,0.48,324,0.581,556,268,0.482,324,0.583,Y
2016-2017,7,61796,6004865,Contra Costa,West Contra Costa Unified,Montalvin Manor Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,431,283,0.657,368,0.854,414,280,0.676,361,0.872,Y
2016-2017,7,61796,6004873,Contra Costa,West Contra Costa Unified,Murphy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,509,288,0.566,323,0.635,508,287,0.565,322,0.634,Y
2016-2017,7,61796,6004881,Contra Costa,West Contra Costa Unified,Nystrom Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,503,445,0.885,482,0.958,490,434,0.886,471,0.961,Y
2016-2017,7,61796,6004899,Contra Costa,West Contra Costa Unified,Olinda Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,307,79,0.257,92,0.3,293,77,0.263,89,0.304,Y
2016-2017,7,61796,6004907,Contra Costa,West Contra Costa Unified,Peres Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,531,472,0.889,509,0.959,513,458,0.893,492,0.959,Y
2016-2017,7,61796,6004915,Contra Costa,West Contra Costa Unified,"Martin Luther King, Jr. Elementary",Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,453,423,0.934,439,0.969,453,423,0.934,439,0.969,Y
2016-2017,7,61796,6004931,Contra Costa,West Contra Costa Unified,Riverside Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,371,286,0.771,340,0.916,371,286,0.771,340,0.916,Y
2016-2017,7,61796,6004956,Contra Costa,West Contra Costa Unified,Shannon Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,329,182,0.553,213,0.647,314,178,0.567,208,0.662,Y
2016-2017,7,61796,6004964,Contra Costa,West Contra Costa Unified,Sheldon Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,382,223,0.584,266,0.696,372,216,0.581,259,0.696,Y
2016-2017,7,61796,6004972,Contra Costa,West Contra Costa Unified,Stege Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,282,228,0.809,253,0.897,271,221,0.815,244,0.9,Y
2016-2017,7,61796,6004980,Contra Costa,West Contra Costa Unified,Stewart Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,463,134,0.289,175,0.378,463,134,0.289,175,0.378,Y
2016-2017,7,61796,6004998,Contra Costa,West Contra Costa Unified,Tara Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,485,264,0.544,330,0.68,485,264,0.544,330,0.68,Y
2016-2017,7,61796,6005003,Contra Costa,West Contra Costa Unified,Valley View Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,336,125,0.372,157,0.467,335,125,0.373,157,0.469,Y
2016-2017,7,61796,6005011,Contra Costa,West Contra Costa Unified,Verde Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,339,326,0.962,335,0.988,339,326,0.962,335,0.988,Y
2016-2017,7,61796,6005037,Contra Costa,West Contra Costa Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,459,292,0.636,314,0.684,458,291,0.635,313,0.683,Y
2016-2017,7,61796,6005045,Contra Costa,West Contra Costa Unified,Wilson Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,461,343,0.744,410,0.889,461,343,0.744,410,0.889,Y
2016-2017,7,61796,6057210,Contra Costa,West Contra Costa Unified,Edward M. Downer Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,609,526,0.864,575,0.944,588,510,0.867,559,0.951,Y
2016-2017,7,61796,6057228,Contra Costa,West Contra Costa Unified,Helms Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,997,833,0.836,929,0.932,997,833,0.836,929,0.932,Y
2016-2017,7,61796,6057236,Contra Costa,West Contra Costa Unified,Pinole Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,538,309,0.574,364,0.677,538,309,0.574,364,0.677,Y
2016-2017,7,61796,6057244,Contra Costa,West Contra Costa Unified,Fred T. Korematsu Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,643,280,0.435,321,0.499,643,280,0.435,321,0.499,Y
2016-2017,7,61796,6061170,Contra Costa,West Contra Costa Unified,Crespi Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,513,353,0.688,402,0.784,513,353,0.688,402,0.784,Y
2016-2017,7,61796,6097141,Contra Costa,West Contra Costa Unified,Lupine Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,382,128,0.335,162,0.424,368,124,0.337,158,0.429,Y
2016-2017,7,61796,6099717,Contra Costa,West Contra Costa Unified,Ohlone Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,380,108,0.284,131,0.345,380,108,0.284,131,0.345,Y
2016-2017,7,61796,6112015,Contra Costa,West Contra Costa Unified,Hanna Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,481,89,0.185,122,0.254,481,89,0.185,122,0.254,Y
2016-2017,7,61796,6114086,Contra Costa,West Contra Costa Unified,Harbour Way Elementary Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,K,8,8,8,1,8,1,8,8,1,8,1,Y
2016-2017,7,61796,6114094,Contra Costa,West Contra Costa Unified,Cesar E. Chavez Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,554,453,0.818,526,0.949,543,447,0.823,519,0.956,Y
2016-2017,7,61796,6118368,Contra Costa,West Contra Costa Unified,Manzanita Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,333,Directly funded,Y,6,8,99,61,0.616,71,0.717,99,61,0.616,71,0.717,Y
2016-2017,7,61796,6119515,Contra Costa,West Contra Costa Unified,Hercules Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,584,229,0.392,282,0.483,584,229,0.392,282,0.483,Y
2016-2017,7,61796,6120885,Contra Costa,West Contra Costa Unified,Lovonya DeJean Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,457,416,0.91,450,0.985,457,416,0.91,450,0.985,Y
2016-2017,7,61804,0,Contra Costa,San Ramon Valley Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,12,1,0,0,0,0,1,0,0,0,0,Y
2016-2017,7,61804,1,Contra Costa,San Ramon Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,2,6.67E-02,2,6.67E-02,26,2,7.69E-02,2,7.69E-02,Y
2016-2017,7,61804,102566,Contra Costa,San Ramon Valley Unified,Hidden Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,903,30,3.32E-02,37,4.10E-02,903,30,3.32E-02,37,4.10E-02,Y
2016-2017,7,61804,108324,Contra Costa,San Ramon Valley Unified,Windemere Ranch Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1292,35,2.71E-02,45,3.48E-02,1292,35,2.71E-02,45,3.48E-02,Y
2016-2017,7,61804,109173,Contra Costa,San Ramon Valley Unified,Quail Run Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,1009,52,5.15E-02,71,7.04E-02,1009,52,5.15E-02,71,7.04E-02,Y
2016-2017,7,61804,113118,Contra Costa,San Ramon Valley Unified,Dougherty Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2998,121,4.04E-02,161,5.37E-02,2957,117,3.96E-02,156,5.28E-02,Y
2016-2017,7,61804,113589,Contra Costa,San Ramon Valley Unified,Live Oak Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,925,23,2.49E-02,31,3.35E-02,911,23,2.52E-02,31,3.40E-02,Y
2016-2017,7,61804,116541,Contra Costa,San Ramon Valley Unified,Gale Ranch Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1207,51,4.23E-02,63,5.22E-02,1207,51,4.23E-02,63,5.22E-02,Y
2016-2017,7,61804,119032,Contra Costa,San Ramon Valley Unified,Creekside Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,712,13,1.83E-02,17,2.39E-02,712,13,1.83E-02,17,2.39E-02,Y
2016-2017,7,61804,132902,Contra Costa,San Ramon Valley Unified,Bella Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,527,45,8.54E-02,53,0.101,468,40,8.55E-02,48,0.103,Y
2016-2017,7,61804,730051,Contra Costa,San Ramon Valley Unified,California High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2718,107,3.94E-02,149,5.48E-02,2654,104,3.92E-02,141,5.31E-02,Y
2016-2017,7,61804,730218,Contra Costa,San Ramon Valley Unified,Venture (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,206,9,4.37E-02,9,4.37E-02,197,9,4.57E-02,9,4.57E-02,Y
