Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2018-2019,18,10181,1830058,Lassen,Lassen County Office of Education,Providence Jr./Sr. High,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,8,8,1,8,1,8,8,1,8,1,Y
2018-2019,18,10181,6069934,Lassen,Lassen County Office of Education,Lassen County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,15,2,0.133,2,0.133,14,2,0.143,2,0.143,Y
2018-2019,18,64089,1831601,Lassen,Big Valley Joint Unified,Big Valley Jr. Sr. High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,12,66,38,0.576,43,0.652,62,35,0.565,39,0.629,Y
2018-2019,18,64089,6010698,Lassen,Big Valley Joint Unified,Big Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,61,42,0.689,47,0.77,61,42,0.689,47,0.77,Y
2018-2019,18,64105,6010730,Lassen,Janesville Union Elementary,Janesville Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,367,119,0.324,143,0.39,362,117,0.323,141,0.39,Y
2018-2019,18,64113,6010748,Lassen,Johnstonville Elementary,Johnstonville Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,189,82,0.434,90,0.476,186,81,0.435,88,0.473,Y
2018-2019,18,64139,131953,Lassen,Lassen Union High,Lassen Community Day,High School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,9,12,9,8,0.889,8,0.889,9,8,0.889,8,0.889,Y
2018-2019,18,64139,1833805,Lassen,Lassen Union High,Lassen High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,778,234,0.301,256,0.329,759,231,0.304,252,0.332,Y
2018-2019,18,64162,135756,Lassen,Ravendale-Termo Elementary,Long Valley Charter - Susanville,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1871,Directly funded,Y,K,12,140,70,0.5,85,0.607,135,66,0.489,81,0.6,Y
2018-2019,18,64162,6010763,Lassen,Ravendale-Termo Elementary,Long Valley Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1549,Directly funded,Y,K,12,232,106,0.457,139,0.599,224,103,0.46,133,0.594,Y
2018-2019,18,64162,6010789,Lassen,Ravendale-Termo Elementary,Juniper Ridge Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,9,7,0.778,9,1,8,6,0.75,8,1,Y
2018-2019,18,64170,6010797,Lassen,Richmond Elementary,Richmond Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,226,17,7.52E-02,29,0.128,225,16,7.11E-02,28,0.124,Y
2018-2019,18,64188,6010805,Lassen,Shaffer Union Elementary,Shaffer Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,192,133,0.693,142,0.74,188,131,0.697,140,0.745,Y
2018-2019,18,64196,6010813,Lassen,Susanville Elementary,Diamond View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,313,149,0.476,164,0.524,313,149,0.476,164,0.524,Y
2018-2019,18,64196,6010821,Lassen,Susanville Elementary,McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,2,418,218,0.522,241,0.577,400,208,0.52,230,0.575,Y
2018-2019,18,64196,6109748,Lassen,Susanville Elementary,Meadow View,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,3,5,391,199,0.509,224,0.573,391,199,0.509,224,0.573,Y
2018-2019,18,64204,1838507,Lassen,Westwood Unified,Westwood High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,12,101,54,0.535,62,0.614,101,54,0.535,62,0.614,Y
2018-2019,18,64204,6010847,Lassen,Westwood Unified,Fletcher Walker Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,79,51,0.646,54,0.684,79,51,0.646,54,0.684,Y
2018-2019,18,75036,121657,Lassen,Fort Sage Unified,Mt. Lassen Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1185,Locally funded,N,K,12,120,23,0.192,48,0.4,115,23,0.2,46,0.4,Y
2018-2019,18,75036,1833409,Lassen,Fort Sage Unified,Herlong High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,51,31,0.608,33,0.647,48,28,0.583,30,0.625,Y
2018-2019,18,75036,6010714,Lassen,Fort Sage Unified,Fort Sage Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,20,10,0.5,10,0.5,20,10,0.5,10,0.5,Y
2018-2019,18,75036,6096341,Lassen,Fort Sage Unified,Sierra Primary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,80,53,0.662,57,0.713,75,48,0.64,52,0.693,Y
2018-2019,19,10199,100776,Los Angeles,Los Angeles County Office of Education,North Valley Military Institute College Preparatory Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,540,Directly funded,Y,6,12,638,574,0.9,598,0.937,630,566,0.898,590,0.937,Y
2018-2019,19,10199,106880,Los Angeles,Los Angeles County Office of Education,Jardin de la Infancia,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,663,Directly funded,Y,K,1,35,29,0.829,29,0.829,33,27,0.818,27,0.818,Y
2018-2019,19,10199,109660,Los Angeles,Los Angeles County Office of Education,Aspire Antonio Maria Lugo Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,694,Directly funded,Y,K,6,399,321,0.805,369,0.925,391,314,0.803,361,0.923,Y
2018-2019,19,10199,109942,Los Angeles,Los Angeles County Office of Education,Los Angeles International Charter High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,741,Directly funded,Y,9,12,147,122,0.83,135,0.918,135,112,0.83,124,0.919,Y
2018-2019,19,10199,112128,Los Angeles,Los Angeles County Office of Education,Aspire Ollin University Preparatory Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,693,Directly funded,Y,6,12,599,538,0.898,574,0.958,595,534,0.897,570,0.958,Y
2018-2019,19,10199,115030,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy 3,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,917,Directly funded,Y,6,12,510,323,0.633,359,0.704,507,321,0.633,357,0.704,Y
2018-2019,19,10199,115212,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy 2,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,906,Directly funded,Y,6,12,437,342,0.783,371,0.849,429,336,0.783,365,0.851,Y
2018-2019,19,10199,121772,Los Angeles,Los Angeles County Office of Education,Environmental Charter Middle,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1204,Directly funded,Y,6,8,346,268,0.775,304,0.879,346,268,0.775,304,0.879,Y
2018-2019,19,10199,121822,Los Angeles,Los Angeles County Office of Education,"Nidorf, Barry J.",County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,6,12,154,154,1,154,1,127,127,1,127,1,Y
2018-2019,19,10199,121871,Los Angeles,Los Angeles County Office of Education,Los Padrinos Juvenile Hall,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,6,12,155,155,1,155,1,148,148,1,148,1,Y
2018-2019,19,10199,121897,Los Angeles,Los Angeles County Office of Education,Central Juvenile Hall,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,6,12,173,173,1,173,1,148,148,1,148,1,Y
2018-2019,19,10199,121905,Los Angeles,Los Angeles County Office of Education,"Kirby, Dorothy Camp",County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,50,50,1,50,1,43,43,1,43,1,Y
2018-2019,19,10199,121921,Los Angeles,Los Angeles County Office of Education,Afflerbaugh-Paige Camp,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,47,47,1,47,1,36,36,1,36,1,Y
2018-2019,19,10199,121939,Los Angeles,Los Angeles County Office of Education,"Rockey, Glenn Camp",County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,34,34,1,34,1,32,32,1,32,1,Y
2018-2019,19,10199,121954,Los Angeles,Los Angeles County Office of Education,Road to Success Academy at Campus Kilpatrick,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,38,38,1,38,1,37,37,1,37,1,Y
2018-2019,19,10199,121988,Los Angeles,Los Angeles County Office of Education,"Scott, Joseph Camp",County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,24,24,1,24,1,20,20,1,20,1,Y
2018-2019,19,10199,122028,Los Angeles,Los Angeles County Office of Education,Onizuka Camp,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,23,23,1,23,1,17,17,1,17,1,Y
2018-2019,19,10199,122036,Los Angeles,Los Angeles County Office of Education,McNair Camp,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,34,34,1,34,1,22,22,1,22,1,Y
2018-2019,19,10199,122051,Los Angeles,Los Angeles County Office of Education,Scobee Camp,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,7,7,1,7,1,2,2,1,2,1,Y
2018-2019,19,10199,123604,Los Angeles,Los Angeles County Office of Education,Phoenix Academy Residential Education Center,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,16,16,1,16,1,16,16,1,16,1,Y
2018-2019,19,10199,127498,Los Angeles,Los Angeles County Office of Education,Environmental Charter Middle - Inglewood,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1501,Directly funded,Y,6,8,359,274,0.763,309,0.861,359,274,0.763,309,0.861,Y
2018-2019,19,10199,127522,Los Angeles,Los Angeles County Office of Education,Optimist Charter,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1506,Directly funded,Y,7,12,70,63,0.9,63,0.9,60,56,0.933,56,0.933,Y
2018-2019,19,10199,128025,Los Angeles,Los Angeles County Office of Education,Lashon Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,1560,Directly funded,Y,K,6,444,304,0.685,331,0.745,432,295,0.683,322,0.745,Y
2018-2019,19,10199,132605,Los Angeles,Los Angeles County Office of Education,Valiente College Preparatory Charter,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1744,Directly funded,Y,4,8,172,107,0.622,122,0.709,172,107,0.622,122,0.709,Y
2018-2019,19,10199,134346,Los Angeles,Los Angeles County Office of Education,Intellectual Virtues Academy,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1814,Directly funded,Y,9,12,105,58,0.552,63,0.6,103,56,0.544,61,0.592,Y
2018-2019,19,10199,134361,Los Angeles,Los Angeles County Office of Education,LA's Promise Charter Middle #1,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1818,Directly funded,Y,6,8,246,211,0.858,218,0.886,246,211,0.858,218,0.886,Y
2018-2019,19,10199,135368,Los Angeles,Los Angeles County Office of Education,Alma Fuerte Public,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,1859,Directly funded,Y,K,8,77,48,0.623,48,0.623,71,45,0.634,45,0.634,Y
2018-2019,19,10199,135582,Los Angeles,Los Angeles County Office of Education,LA's Promise Charter High #1,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1817,Directly funded,Y,9,12,97,78,0.804,79,0.814,97,78,0.804,79,0.814,Y
2018-2019,19,10199,136119,Los Angeles,Los Angeles County Office of Education,Animo City of Champions Charter High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1874,Directly funded,Y,9,12,258,197,0.764,223,0.864,258,197,0.764,223,0.864,Y
2018-2019,19,10199,137166,Los Angeles,Los Angeles County Office of Education,Soleil Academy Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,1931,Directly funded,Y,K,5,91,65,0.714,76,0.835,79,61,0.772,68,0.861,Y
2018-2019,19,10199,137679,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy 5,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,987,Directly funded,Y,6,12,248,191,0.77,209,0.843,248,191,0.77,209,0.843,Y
2018-2019,19,10199,138669,Los Angeles,Los Angeles County Office of Education,Da Vinci RISE High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,2017,Directly funded,Y,9,12,132,91,0.689,92,0.697,108,76,0.704,77,0.713,Y
2018-2019,19,10199,1933399,Los Angeles,Los Angeles County Office of Education,L.A. County High School for the Arts,County Office of Education (COE),Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,9,12,542,86,0.159,97,0.179,534,85,0.159,96,0.18,Y
2018-2019,19,10199,1995232,Los Angeles,Los Angeles County Office of Education,Los Angeles County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,208,34,0.163,34,0.163,155,28,0.181,28,0.181,Y
2018-2019,19,10199,1995869,Los Angeles,Los Angeles County Office of Education,International Polytechnic High,County Office of Education (COE),Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,9,12,516,120,0.233,165,0.32,512,119,0.232,163,0.318,Y
2018-2019,19,10199,1996214,Los Angeles,Los Angeles County Office of Education,Renaissance County Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,219,183,0.836,184,0.84,178,145,0.815,146,0.82,Y
2018-2019,19,10199,6116883,Los Angeles,Los Angeles County Office of Education,Odyssey Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,249,Directly funded,Y,K,8,484,118,0.244,145,0.3,484,118,0.244,145,0.3,Y
2018-2019,19,10199,6119945,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,438,Directly funded,Y,6,12,590,454,0.769,503,0.853,580,444,0.766,493,0.85,Y
2018-2019,19,64212,0,Los Angeles,ABC Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,45,11,0.244,12,0.267,33,9,0.273,10,0.303,Y
2018-2019,19,64212,1,Los Angeles,ABC Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,6,0.333,6,0.333,15,6,0.4,6,0.4,Y
2018-2019,19,64212,1930056,Los Angeles,ABC Unified,Cerritos High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2177,553,0.254,685,0.315,2142,542,0.253,674,0.315,Y
2018-2019,19,64212,1930361,Los Angeles,ABC Unified,Artesia High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1431,918,0.642,1034,0.723,1348,874,0.648,980,0.727,Y
2018-2019,19,64212,1931641,Los Angeles,ABC Unified,Tracy (Wilbur) High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,239,149,0.623,160,0.669,193,121,0.627,131,0.679,Y
2018-2019,19,64212,1931880,Los Angeles,ABC Unified,Whitney (Gretchen) High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,12,1009,198,0.196,253,0.251,1007,198,0.197,253,0.251,Y
2018-2019,19,64212,1933159,Los Angeles,ABC Unified,Gahr (Richard) High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1927,833,0.432,1022,0.53,1894,818,0.432,1006,0.531,Y
2018-2019,19,64212,1995596,Los Angeles,ABC Unified,ABC Secondary (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,7,12,82,48,0.585,50,0.61,42,22,0.524,24,0.571,Y
2018-2019,19,64212,6010862,Los Angeles,ABC Unified,Aloha Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,356,272,0.764,308,0.865,356,272,0.764,308,0.865,Y
2018-2019,19,64212,6010904,Los Angeles,ABC Unified,Carver (Charles J.) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,618,227,0.367,285,0.461,602,225,0.374,282,0.468,Y
2018-2019,19,64212,6010912,Los Angeles,ABC Unified,Melbourne (Ella P.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,458,394,0.86,427,0.932,444,381,0.858,414,0.932,Y
2018-2019,19,64212,6010920,Los Angeles,ABC Unified,Hawaiian Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,348,311,0.894,328,0.943,345,309,0.896,326,0.945,Y
2018-2019,19,64212,6010938,Los Angeles,ABC Unified,Kennedy (John F.) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,459,201,0.438,249,0.542,448,196,0.438,244,0.545,Y
2018-2019,19,64212,6010946,Los Angeles,ABC Unified,Niemes (John H.) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,675,399,0.591,473,0.701,665,394,0.592,466,0.701,Y
2018-2019,19,64212,6010953,Los Angeles,ABC Unified,Burbank (Luther) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,514,267,0.519,314,0.611,501,261,0.521,307,0.613,Y
2018-2019,19,64212,6010961,Los Angeles,ABC Unified,Palms Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,657,396,0.603,457,0.696,643,387,0.602,446,0.694,Y
2018-2019,19,64212,6010979,Los Angeles,ABC Unified,Furgeson (Venn W.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,379,331,0.873,362,0.955,364,319,0.876,349,0.959,Y
2018-2019,19,64212,6010987,Los Angeles,ABC Unified,Elliott (William F) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,541,229,0.423,263,0.486,529,226,0.427,260,0.491,Y
2018-2019,19,64212,6010995,Los Angeles,ABC Unified,Willow Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,434,330,0.76,388,0.894,423,320,0.757,378,0.894,Y
2018-2019,19,64212,6057442,Los Angeles,ABC Unified,Ross (Faye) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,635,336,0.529,405,0.638,635,336,0.529,405,0.638,Y
2018-2019,19,64212,6057459,Los Angeles,ABC Unified,Tetzlaff (Martin B.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,646,215,0.333,265,0.41,646,215,0.333,265,0.41,Y
2018-2019,19,64212,6061220,Los Angeles,ABC Unified,Haskell (Pliny Fisk) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,556,301,0.541,345,0.621,556,301,0.541,345,0.621,Y
2018-2019,19,64212,6061238,Los Angeles,ABC Unified,Fedde (Pharis F.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,432,369,0.854,401,0.928,432,369,0.854,401,0.928,Y
2018-2019,19,64212,6066708,Los Angeles,ABC Unified,Carmenita Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,679,128,0.189,167,0.246,679,128,0.189,167,0.246,Y
2018-2019,19,64212,6066716,Los Angeles,ABC Unified,Stowers(Cecil B.) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,670,152,0.227,200,0.299,670,152,0.227,200,0.299,Y
