Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,19,10199,1996214,Los Angeles,Los Angeles County Office of Education,Renaissance County Community,County Office of Education (COE),County Community,County Community School,N/A,N ,N/A,N/A,N,7,12,232,178,0.767,181,0.78,179,130,0.726,132,0.737,Y
2020-2021,19,10199,121954,Los Angeles,Los Angeles County Office of Education,Road to Success Academy at Campus Kilpatrick,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N ,N/A,N/A,N,7,12,30,30,1,30,1,25,25,1,25,1,Y
2020-2021,19,10199,121939,Los Angeles,Los Angeles County Office of Education,"Rockey, Glenn Camp",County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N ,N/A,N/A,N,7,12,32,32,1,32,1,32,32,1,32,1,Y
2020-2021,19,10199,137166,Los Angeles,Los Angeles County Office of Education,Soleil Academy Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,1931,Directly funded,Y,K,5,195,131,0.672,154,0.79,183,127,0.694,149,0.814,Y
2020-2021,19,10199,132605,Los Angeles,Los Angeles County Office of Education,Valiente College Preparatory Charter,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Y,1744,Directly funded,Y,4,8,157,116,0.739,128,0.815,157,116,0.739,128,0.815,Y
2020-2021,19,10199,139345,Los Angeles,Los Angeles County Office of Education,We the People High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,2045,Directly funded,Y,9,12,22,20,0.909,20,0.909,22,20,0.909,20,0.909,Y
2020-2021,19,64212,1995596,Los Angeles,ABC Unified,ABC Secondary (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,7,12,52,35,0.673,37,0.712,29,20,0.69,21,0.724,Y
2020-2021,19,64212,6010862,Los Angeles,ABC Unified,Aloha Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,302,210,0.695,241,0.798,302,210,0.695,241,0.798,Y
2020-2021,19,64212,1930361,Los Angeles,ABC Unified,Artesia High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1458,1007,0.691,1151,0.789,1372,970,0.707,1101,0.802,Y
2020-2021,19,64212,6071369,Los Angeles,ABC Unified,Bragg Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,644,225,0.349,321,0.498,631,220,0.349,314,0.498,Y
2020-2021,19,64212,6010953,Los Angeles,ABC Unified,Burbank (Luther) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,448,249,0.556,312,0.696,448,249,0.556,312,0.696,Y
2020-2021,19,64212,6066708,Los Angeles,ABC Unified,Carmenita Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,672,190,0.283,290,0.432,672,190,0.283,290,0.432,Y
2020-2021,19,64212,6010904,Los Angeles,ABC Unified,Carver (Charles J.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,604,218,0.361,316,0.523,592,216,0.365,312,0.527,Y
2020-2021,19,64212,6068274,Los Angeles,ABC Unified,Cerritos Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,634,130,0.205,218,0.344,634,130,0.205,218,0.344,Y
2020-2021,19,64212,1930056,Los Angeles,ABC Unified,Cerritos High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,2231,675,0.303,998,0.447,2208,663,0.3,983,0.445,Y
2020-2021,19,64212,0,Los Angeles,ABC Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,34,14,0.412,15,0.441,18,7,0.389,8,0.444,Y
2020-2021,19,64212,6010987,Los Angeles,ABC Unified,Elliott (William F) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,492,203,0.413,286,0.581,492,203,0.413,286,0.581,Y
2020-2021,19,64212,6061238,Los Angeles,ABC Unified,Fedde (Pharis F.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,7,8,384,306,0.797,365,0.951,384,306,0.797,365,0.951,Y
2020-2021,19,64212,6010979,Los Angeles,ABC Unified,Furgeson (Venn W.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,343,282,0.822,299,0.872,339,279,0.823,296,0.873,Y
2020-2021,19,64212,1933159,Los Angeles,ABC Unified,Gahr (Richard) High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1892,934,0.494,1217,0.643,1861,917,0.493,1197,0.643,Y
2020-2021,19,64212,6085617,Los Angeles,ABC Unified,Gonsalves (Joe A.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,604,134,0.222,191,0.316,593,134,0.226,191,0.322,Y
2020-2021,19,64212,6061220,Los Angeles,ABC Unified,Haskell (Pliny Fisk) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,517,318,0.615,393,0.76,517,318,0.615,393,0.76,Y
2020-2021,19,64212,6010920,Los Angeles,ABC Unified,Hawaiian Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,297,244,0.822,252,0.848,297,244,0.822,252,0.848,Y
2020-2021,19,64212,6071351,Los Angeles,ABC Unified,Juarez (Benito) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,325,206,0.634,236,0.726,315,201,0.638,230,0.73,Y
2020-2021,19,64212,6010938,Los Angeles,ABC Unified,Kennedy (John F.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,440,235,0.534,321,0.73,431,234,0.543,318,0.738,Y
2020-2021,19,64212,6085609,Los Angeles,ABC Unified,Leal (Frank C.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,740,163,0.22,261,0.353,740,163,0.22,261,0.353,Y
2020-2021,19,64212,6010912,Los Angeles,ABC Unified,Melbourne (Ella P.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,427,363,0.85,394,0.923,420,357,0.85,387,0.921,Y
2020-2021,19,64212,6010946,Los Angeles,ABC Unified,Niemes (John H.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,657,399,0.607,503,0.766,650,396,0.609,498,0.766,Y
2020-2021,19,64212,6093454,Los Angeles,ABC Unified,Nixon (Patricia) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,755,272,0.36,378,0.501,755,272,0.36,378,0.501,Y
2020-2021,19,64212,6010961,Los Angeles,ABC Unified,Palms Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,552,355,0.643,413,0.748,552,355,0.643,413,0.748,Y
2020-2021,19,64212,6057442,Los Angeles,ABC Unified,Ross (Faye) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,599,340,0.568,447,0.746,599,340,0.568,447,0.746,Y
2020-2021,19,64212,6066716,Los Angeles,ABC Unified,Stowers(Cecil B.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,607,165,0.272,257,0.423,607,165,0.272,257,0.423,Y
2020-2021,19,64212,6057459,Los Angeles,ABC Unified,Tetzlaff (Martin B.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,646,248,0.384,352,0.545,646,248,0.384,352,0.545,Y
2020-2021,19,64212,1931641,Los Angeles,ABC Unified,Tracy (Wilbur) High (Continuation),Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,185,115,0.622,131,0.708,154,94,0.61,109,0.708,Y
2020-2021,19,64212,1931880,Los Angeles,ABC Unified,Whitney (Gretchen) High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,12,1019,236,0.232,350,0.343,1016,234,0.23,348,0.343,Y
2020-2021,19,64212,6010995,Los Angeles,ABC Unified,Willow Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,405,291,0.719,320,0.79,398,286,0.719,315,0.791,Y
2020-2021,19,64212,6093447,Los Angeles,ABC Unified,Wittmann (Helen) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,575,124,0.216,199,0.346,560,119,0.212,192,0.343,Y
2020-2021,19,64246,126003,Los Angeles,Antelope Valley Union High,Academies of the Antelope Valley,High School District,High Schools (Public),Traditional,N/A,Y,1415,Locally funded,N,7,12,532,251,0.472,299,0.562,529,250,0.473,298,0.563,Y
2020-2021,19,64246,1930213,Los Angeles,Antelope Valley Union High,Antelope Valley High,High School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,1447,1178,0.814,1244,0.86,1372,1119,0.816,1185,0.864,Y
2020-2021,19,64246,1996537,Los Angeles,Antelope Valley Union High,Desert Sands Charter,High School District,High Schools (Public),Traditional,N/A,Y,411,Directly funded,Y,9,12,801,580,0.724,624,0.779,525,371,0.707,402,0.766,Y
2020-2021,19,64246,1931732,Los Angeles,Antelope Valley Union High,Desert Winds Continuation High,High School District,Continuation High Schools,Continuation School,CEP,N ,N/A,N/A,N,9,12,690,515,0.746,534,0.774,581,431,0.742,447,0.769,Y
2020-2021,19,64246,108407,Los Angeles,Antelope Valley Union High,Eastside High,High School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,2674,1890,0.707,2090,0.782,2581,1830,0.709,2027,0.785,Y
2020-2021,19,64246,1995398,Los Angeles,Antelope Valley Union High,Highland High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,2801,1543,0.551,1771,0.632,2676,1473,0.55,1691,0.632,Y
2020-2021,19,64246,1995844,Los Angeles,Antelope Valley Union High,Lancaster High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,2646,1452,0.549,1626,0.615,2524,1396,0.553,1561,0.618,Y
2020-2021,19,64246,1995406,Los Angeles,Antelope Valley Union High,Littlerock High,High School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,1491,1024,0.687,1170,0.785,1430,978,0.684,1120,0.783,Y
2020-2021,19,64246,1,Los Angeles,Antelope Valley Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,11,0.314,11,0.314,20,8,0.4,8,0.4,Y
2020-2021,19,64246,1936624,Los Angeles,Antelope Valley Union High,Palmdale High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,2567,1757,0.684,1904,0.742,2435,1681,0.69,1824,0.749,Y
2020-2021,19,64246,1995968,Los Angeles,Antelope Valley Union High,Phoenix High Community Day,High School District,District Community Day Schools,Community Day School,CEP,N ,N/A,N/A,N,9,12,45,36,0.8,37,0.822,43,34,0.791,35,0.814,Y
2020-2021,19,64246,1937051,Los Angeles,Antelope Valley Union High,Quartz Hill High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,2988,1069,0.358,1361,0.455,2878,1034,0.359,1313,0.456,Y
2020-2021,19,64246,1996644,Los Angeles,Antelope Valley Union High,R. Rex Parris High,High School District,Continuation High Schools,Continuation School,CEP,N ,N/A,N/A,N,9,12,565,362,0.641,389,0.688,457,299,0.654,322,0.705,Y
2020-2021,19,64246,111872,Los Angeles,Antelope Valley Union High,SOAR High (Students On Academic Rise),High School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,N ,N/A,N/A,N,9,12,475,199,0.419,249,0.524,467,197,0.422,246,0.527,Y
2020-2021,19,64246,100081,Los Angeles,Antelope Valley Union High,William J. (Pete) Knight High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,3035,1860,0.613,2173,0.716,2938,1801,0.613,2109,0.718,Y
2020-2021,19,64261,1930288,Los Angeles,Arcadia Unified,Arcadia High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,3032,676,0.223,768,0.253,2954,653,0.221,745,0.252,Y
2020-2021,19,64261,6011134,Los Angeles,Arcadia Unified,Baldwin Stocker Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,643,140,0.218,173,0.269,628,132,0.21,163,0.26,Y
2020-2021,19,64261,6011159,Los Angeles,Arcadia Unified,Camino Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,664,168,0.253,190,0.286,653,168,0.257,190,0.291,Y
2020-2021,19,64261,6057467,Los Angeles,Arcadia Unified,First Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,756,194,0.257,235,0.311,756,194,0.257,235,0.311,Y
2020-2021,19,64261,6061246,Los Angeles,Arcadia Unified,Foothills Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,686,107,0.156,129,0.188,686,107,0.156,129,0.188,Y
2020-2021,19,64261,6011167,Los Angeles,Arcadia Unified,Highland Oaks Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,632,96,0.152,118,0.187,624,95,0.152,117,0.188,Y
2020-2021,19,64261,6011175,Los Angeles,Arcadia Unified,Holly Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,709,209,0.295,250,0.353,696,206,0.296,247,0.355,Y
2020-2021,19,64261,6011183,Los Angeles,Arcadia Unified,Hugo Reid Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,580,145,0.25,177,0.305,565,143,0.253,175,0.31,Y
2020-2021,19,64261,6011191,Los Angeles,Arcadia Unified,Longley Way Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,489,117,0.239,142,0.29,483,113,0.234,138,0.286,Y
2020-2021,19,64261,1,Los Angeles,Arcadia Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,5,0.357,5,0.357,10,3,0.3,3,0.3,Y
2020-2021,19,64261,1995299,Los Angeles,Arcadia Unified,Rancho Learning Center (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,1,12,73,21,0.288,22,0.301,69,19,0.275,20,0.29,Y
2020-2021,19,64261,6057475,Los Angeles,Arcadia Unified,Richard Henry Dana Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,668,184,0.275,223,0.334,668,184,0.275,223,0.334,Y
2020-2021,19,64279,6011217,Los Angeles,Azusa Unified,Alice M. Ellington Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,418,278,0.665,331,0.792,403,270,0.67,322,0.799,Y
2020-2021,19,64279,1930528,Los Angeles,Azusa Unified,Azusa High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1050,748,0.712,842,0.802,1023,737,0.72,828,0.809,Y
2020-2021,19,64279,6011225,Los Angeles,Azusa Unified,Center Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,7,8,289,242,0.837,262,0.907,289,242,0.837,262,0.907,Y
2020-2021,19,64279,6011233,Los Angeles,Azusa Unified,Charles H. Lee Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,355,293,0.825,315,0.887,346,288,0.832,310,0.896,Y
2020-2021,19,64279,6011241,Los Angeles,Azusa Unified,Clifford D. Murray Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,505,457,0.905,481,0.952,489,443,0.906,467,0.955,Y
2020-2021,19,64279,6011258,Los Angeles,Azusa Unified,Foothill Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,7,8,305,231,0.757,273,0.895,305,231,0.757,273,0.895,Y
2020-2021,19,64279,1933449,Los Angeles,Azusa Unified,Gladstone High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,984,692,0.703,769,0.782,958,675,0.705,751,0.784,Y
2020-2021,19,64279,6011274,Los Angeles,Azusa Unified,Henry Dalton Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,334,246,0.737,269,0.805,326,241,0.739,263,0.807,Y
2020-2021,19,64279,131227,Los Angeles,Azusa Unified,Longfellow,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,P,K,25,12,0.48,14,0.56,4,1,0.25,2,0.5,Y
2020-2021,19,64279,6011290,Los Angeles,Azusa Unified,Magnolia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,P,6,386,290,0.751,330,0.855,369,279,0.756,318,0.862,Y
2020-2021,19,64279,1,Los Angeles,Azusa Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,15,0.441,16,0.471,26,14,0.538,15,0.577,Y
2020-2021,19,64279,6011316,Los Angeles,Azusa Unified,Paramount Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,641,476,0.743,526,0.821,631,472,0.748,519,0.823,Y
2020-2021,19,64279,1931765,Los Angeles,Azusa Unified,Sierra High,Unified School District,Continuation High Schools,Continuation School,CEP,N ,N/A,N/A,N,9,12,183,149,0.814,157,0.858,179,145,0.81,153,0.855,Y
2020-2021,19,64279,6011324,Los Angeles,Azusa Unified,Slauson Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,418,296,0.708,339,0.811,418,296,0.708,339,0.811,Y
2020-2021,19,64279,6011332,Los Angeles,Azusa Unified,Valleydale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,P,6,484,376,0.777,430,0.888,456,356,0.781,408,0.895,Y
2020-2021,19,64279,6011340,Los Angeles,Azusa Unified,Victor F. Hodge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,620,367,0.592,428,0.69,611,363,0.594,422,0.691,Y
2020-2021,19,64279,6011357,Los Angeles,Azusa Unified,W. R. Powell Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,299,202,0.676,217,0.726,287,194,0.676,209,0.728,Y
2020-2021,19,64287,1930601,Los Angeles,Baldwin Park Unified,Baldwin Park High,Unified School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,1720,1445,0.84,1448,0.842,1694,1423,0.84,1426,0.842,Y
2020-2021,19,64287,6011381,Los Angeles,Baldwin Park Unified,Central Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,375,348,0.928,349,0.931,374,348,0.93,349,0.933,Y
2020-2021,19,64287,6011373,Los Angeles,Baldwin Park Unified,Charles Bursch Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,447,380,0.85,380,0.85,435,371,0.853,371,0.853,Y
2020-2021,19,64287,6011399,Los Angeles,Baldwin Park Unified,Charles D. Jones Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,7,8,353,324,0.918,324,0.918,353,324,0.918,324,0.918,Y
2020-2021,19,64287,6011407,Los Angeles,Baldwin Park Unified,De Anza Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,438,383,0.874,383,0.874,438,383,0.874,383,0.874,Y
